node_u,node_v,relation,pmid_count,total_articles,pmids,chem_ids
warfarin,@DISEASE_Vertebral_Artery_Dissection,treat,10,15,11128183|12638476|15675185|21739395|22031481|22989701|25883815|26696611|33101417|37327265,@CHEMICAL_Warfarin
warfarin,@DISEASE_Abdominal_Injuries,treat,10,17,22693198|22767370|27490727|28210634|29937636|32898733|33767127|33816002|36013148|40854713,@CHEMICAL_Warfarin
warfarin,@DISEASE_Acute_Kidney_Injury,treat,10,78,33728927|33883776|34148488|34895253|35350506|36349147|36476054|36776257|38066032|40649059,@CHEMICAL_Warfarin
warfarin,@DISEASE_Angina_Unstable,treat,10,17,10362368|10767121|11425770|12511121|2353611|24132190|35900898|8529856|9736592|9779015,@CHEMICAL_Warfarin
warfarin,@DISEASE_Atherosclerosis,treat,10,20,19139745|19166684|2285674|24072176|31073352|31669385|33573188|33687782|35228757|35316997,@CHEMICAL_Warfarin
warfarin,@DISEASE_Cataract,treat,10,17,11202464|11261903|13129878|14653976|15975467|17870045|19233450|26222107|2804024|31415496,@CHEMICAL_Warfarin
warfarin,@DISEASE_Hemoptysis,treat,10,16,15280511|17948088|20140757|25610117|26466698|28054894|29602943|34915622|36631902|40755701,@CHEMICAL_Warfarin
warfarin,@DISEASE_Intracranial_Aneurysm,treat,10,14,15868632|18027010|19783546|30354989|30546642|32900911|33995697|34749768|35316997|9404908,@CHEMICAL_Warfarin
warfarin,@DISEASE_Livedoid_Vasculopathy,treat,10,15,16415390|17131176|18280355|18484430|20175830|21576587|21914587|27155327|28979014|30455888,@CHEMICAL_Warfarin
warfarin,@DISEASE_Migraine_Disorders,treat,10,15,15608975|18564452|22222938|23450798|28960288|29611190|31259301|8140017|8666539|9439091,@CHEMICAL_Warfarin
warfarin,@DISEASE_Stomach_Neoplasms,treat,10,17,16618458|19223755|26357675|27553806|32641658|32683602|32924673|34490999|36283181|38058525,@CHEMICAL_Warfarin
warfarin,@DISEASE_Tooth_Diseases,treat,10,17,18083415|21272971|23957141|24262040|29053656|30745243|32855369|34884228|35390010|36563522,@CHEMICAL_Warfarin
warfarin,@DISEASE_Angina_Pectoris,treat,10,13,10639270|11966338|19139745|23023547|23362770|2791375|2975949|6230174|7033673|9604623,@CHEMICAL_Warfarin
warfarin,@DISEASE_Ataxia,treat,10,16,10727366|22691595|25883815|30633209|33644948|34032693|35003724|37327265|38188314|9873160,@CHEMICAL_Warfarin
warfarin,@DISEASE_Cardiomyopathy_Hypertrophic,treat,10,14,20885134|25596696|30333393|30472021|32639666|33022393|35041061|35045616|36208832|38011245,@CHEMICAL_Warfarin
warfarin,@DISEASE_Cognition_Disorders,treat,10,23,18271059|31915846|32430236|32839751|34849683|36284318|36524040|39243535|39737787|39772858,@CHEMICAL_Warfarin
warfarin,@DISEASE_Cough,treat,10,18,15644472|20030479|31930727|32513289|33217294|35221882|37069679|39299242|40027385|40755701,@CHEMICAL_Warfarin
warfarin,@DISEASE_Embolism_Paradoxical,treat,10,13,11531177|15769715|18196909|19739041|2015127|24154889|29063065|7649422|7926385|9280729,@CHEMICAL_Warfarin
warfarin,@DISEASE_Idiopathic_Pulmonary_Fibrosis,treat,10,18,22561965|23027854|23322796|23634865|23634866|25876206|33075376|34868680|36035947|38281037,@CHEMICAL_Warfarin
warfarin,@DISEASE_Ovarian_Diseases,treat,10,15,1258938|16211369|26682843|31524638|31930727|33622744|33996525|34404357|35428216|37081562,@CHEMICAL_Warfarin
warfarin,@DISEASE_Papilledema,treat,10,13,10441998|14762616|17895036|20833086|25215096|25276452|34509140|35148783|35217969|35611015,@CHEMICAL_Warfarin
warfarin,@DISEASE_Splenic_Infarction,treat,10,16,19169604|20888087|26224191|31009721|36381786|36568554|37799213|37814735|40598786|8105924,@CHEMICAL_Warfarin
warfarin,@DISEASE_Takotsubo_Cardiomyopathy,treat,10,13,25606699|27196430|28673245|31103033|32042529|34859185|36187316|37115413|39202602|9598842,@CHEMICAL_Warfarin
warfarin,@DISEASE_Ulcer,treat,10,19,18280355|18484430|20451980|24461092|2594605|32611844|35880084|37811033|40384898|8371227,@CHEMICAL_Warfarin
warfarin,@DISEASE_Hematoma_Subdural,treat,10,45,32527293|33204177|33446422|33780200|35557631|37090758|37154598|37465394|38442981|38465436,@CHEMICAL_Warfarin
warfarin,@DISEASE_Hyperthyroidism,treat,10,19,1266879|15251480|24991217|32009154|34113800|36248079|36359190|36750429|3704105|38377675,@CHEMICAL_Warfarin
warfarin,@DISEASE_Inferior_Wall_Myocardial_Infarction,treat,10,13,15502392|17957200|19420916|22821651|23652453|32995222|33761690|34148965|36352630|38023666,@CHEMICAL_Warfarin
warfarin,@DISEASE_Liver_Failure,treat,10,30,27665339|32467502|34311601|34430436|35721290|36013148|39255465|39809192|40899565|7259883,@CHEMICAL_Warfarin
warfarin,@DISEASE_Lung_Neoplasms,treat,10,12,19202164|19357539|20572034|20720241|20740198|23442499|28943552|3136266|3136698|32518745,@CHEMICAL_Warfarin
warfarin,@DISEASE_Necrosis,treat,10,41,10456023|1167001|12121399|3065746|32445241|32471279|33395867|33614342|34882096|35345184,@CHEMICAL_Warfarin
warfarin,@DISEASE_Postoperative_Hemorrhage,treat,10,53,31705338|32186289|32875384|34803294|35873512|36111326|36800639|38159647|38204883|38595274,@CHEMICAL_Warfarin
warfarin,@DISEASE_Varicose_Veins,treat,10,12,11975950|12772008|17643059|19577490|19620700|22482325|23161291|36632767|36692588|7707572,@CHEMICAL_Warfarin
warfarin,@DISEASE_Anemia,treat,10,24,22633210|29642733|31350231|32258364|32393723|34545553|34694540|34825049|36349086|37633196,@CHEMICAL_Warfarin
warfarin,@DISEASE_Aneurysm_False,treat,10,18,18162694|21521519|23227399|25224154|25716045|31923601|32231805|33234223|38045461|8558739,@CHEMICAL_Warfarin
warfarin,@DISEASE_Carcinoma_Hepatocellular,treat,10,13,19643683|21996974|22320249|31119866|34845124|35064829|40209781|4351140|8018915|8819250,@CHEMICAL_Warfarin
warfarin,@DISEASE_Cerebral_Arterial_Diseases,treat,10,11,10888218|18271808|18540380|1883410|27160710|3042062|35550819|36216602|36229270|6665763,@CHEMICAL_Warfarin
warfarin,@DISEASE_Dizziness,treat,10,14,20171423|22605008|22629039|22727611|24383779|25883815|31693498|33468150|37266639|37327265,@CHEMICAL_Warfarin
warfarin,@DISEASE_Gangrene,treat,10,53,15164386|17386114|23198012|24797650|27264137|29201953|38432651|39268256|634874|8937612,@CHEMICAL_Warfarin
warfarin,@DISEASE_Lateral_Sinus_Thrombosis,treat,10,11,24575260|25452898|29556650|30538085|30824680|35003724|35611015|35665102|37936647|38206682,@CHEMICAL_Warfarin
warfarin,@DISEASE_Lung_Diseases,treat,10,16,1002298|12587055|17565042|19283775|26644327|32277374|32555925|39545692|4952717|6670583,@CHEMICAL_Warfarin
warfarin,@DISEASE_Nonsyndromic_Holoprosencephaly,treat,10,10,11945193|23391196|26309492|27010633|27612901|29685722|31014064|33381777|35665481|40868945,@CHEMICAL_Warfarin
warfarin,@DISEASE_Optic_Neuropathy_Ischemic,treat,10,11,11336954|20446943|22529804|23571268|24746010|28586576|32555925|39609957|40822463|8013726,@CHEMICAL_Warfarin
warfarin,@DISEASE_Ossification_Heterotopic,treat,10,12,11587419|1543436|1558739|17966031|18534420|20048753|21162704|21409458|24526072|8259328,@CHEMICAL_Warfarin
warfarin,@DISEASE_Polyendocrinopathies_Autoimmune,treat,10,11,16504826|23892964|26843482|27550302|30508199|33197580|36328156|38569453|39315443|9746673,@CHEMICAL_Warfarin
warfarin,@DISEASE_Post_Infectious_Disorders,treat,10,18,20870814|22846068|28692839|29324334|29476744|31678199|33388238|33965611|34255420|40773303,@CHEMICAL_Warfarin
warfarin,@DISEASE_Sagittal_Sinus_Thrombosis,treat,10,11,11685439|15742833|19633404|23549165|26902820|28673669|34478433|38050619|8293611|8703714,@CHEMICAL_Warfarin
warfarin,@DISEASE_Ascites,treat,10,11,11677983|18840163|22149150|23134931|26423615|30487510|33521120|35079362|35601267|9519690,@CHEMICAL_Warfarin
warfarin,@DISEASE_Atrial_myxoma_familial,treat,10,11,12892391|12902121|12928030|17404682|25264598|31020235|3241317|33204959|33560043|40628107,@CHEMICAL_Warfarin
warfarin,@DISEASE_Coronary_Thrombosis,treat,10,10,17224868|18160583|18265459|2191783|24911451|25518419|27384603|28552449|29092714|29162782,@CHEMICAL_Warfarin
warfarin,@DISEASE_Dysarthria,treat,10,11,21298313|23687505|28049884|28163720|28824972|29269690|29491333|34032693|35233494|38188314,@CHEMICAL_Warfarin
warfarin,@DISEASE_Heart_Defects_Congenital,treat,10,11,10350114|15605910|18752914|19806390|30557950|33234223|36681724|38264306|8029786|9928651,@CHEMICAL_Warfarin
warfarin,@DISEASE_Hemophilia_A,treat,10,12,10746834|11757731|14614359|17224010|20181150|26443092|26767201|28838728|40293607|8747696,@CHEMICAL_Warfarin
levofloxacin,@DISEASE_Infections,treat,10,462,32131897|32288835|32769862|34336465|34438966|35028336|35097154|35884176|37026930|37799940,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Pneumonia,treat,10,226,32053078|32245452|33315182|33403672|33816031|35870190|37151111|37237741|37363547|38317382,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Helicobacter_Infections,treat,10,196,32351290|32769862|33078727|33725850|34218802|35668511|37419808|37547163|37675247|38225650,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Communication_Disorders,treat,10,193,33258075|33723019|33814200|34584913|35457683|35767562|36721509|37200652|40013891|40994760,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Urinary_Tract_Infections,treat,10,197,32004097|32516902|32685112|33331182|33603993|33897441|34628902|36461695|37654929|37698412,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Tuberculosis,treat,10,187,33155907|35631386|35745846|36197231|39693541|40532162|40532163|40532164|40532165|40532166,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Fever,treat,10,199,32265612|32435805|32785971|33738152|35449666|36060390|36213001|36660737|36908871|37490409,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Respiratory_Tract_Infections,treat,10,171,31712215|32565928|33102193|33847144|34760280|35097154|36411822|37114513|37376022|40806586,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Tuberculosis_Multidrug_Resistant,treat,10,151,33323657|33361023|34171989|34984005|36922787|39693542|39693549|39693627|40737628|40822287,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Bacterial_Infections,treat,10,134,31826506|32382529|32710709|34507071|34533797|36660737|36994231|37654929|39386351|40806586,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Prostatitis,treat,10,97,33897441|34115099|34703052|34898075|37692965|38272823|39910954|40688940|40788632|40898575,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Inflammation,treat,10,87,32288835|33675827|34413642|34725285|34936061|35028471|35516965|35532482|36730179|40826524,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Tuberculosis_Meningeal,treat,10,63,31956998|34949730|35291004|37596982|39241956|39330900|39993523|40092520|40883889|40959785,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Sepsis,treat,10,64,33719724|34316142|34875405|35029328|35495784|36140048|36358024|37490409|37721551|39257423,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Bacteremia,treat,10,58,32710709|32785971|33782006|35089241|35598874|36215940|38110897|39399200|39934057|40322242,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Pain,treat,10,76,32938418|33102384|34413642|35837241|36727457|37028574|37692965|39869406|39910954|39931993,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Bronchitis_Chronic,treat,10,52,12148385|12973461|15319551|15687910|16236860|16504492|16904873|22594848|23430960|33258075,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Keratitis,treat,10,53,32233932|32500305|32714639|33802394|34156774|35028471|35545060|35639464|36358112|40553230,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Staphylococcal_Infections,treat,10,51,31609097|32312076|32689948|34077387|36131351|36314364|36457891|36743309|36979857|39586338,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Pyelonephritis,treat,10,48,16042059|19209267|23614756|32004097|32720608|32742901|32953108|33401660|35259485|39597709,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Abscess,treat,10,49,32296009|34737584|38130855|38191305|39228956|39320237|39934057|40607459|40686512|40894833,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Cataract,treat,10,48,32366996|32467636|33081522|34936061|35006494|35907940|36497871|39240403|39692852|39901572,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Endophthalmitis,treat,10,42,16019684|18211926|19541783|30897300|33817426|35028471|36358112|39692852|39901572|40557410,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Tuberculosis_Pulmonary,treat,10,40,33155907|34273498|35457683|35631386|36147124|36197231|36950412|37415768|38144646|38607224,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Communicable_Diseases,treat,10,41,33229700|33403672|34419964|34465309|35984577|36286031|37573150|37999321|38062399|38229795,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Sinusitis,treat,10,38,10064632|10563114|11195704|12148384|12563960|15319551|16023320|16399173|20826320|9564988,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Legionnaires'_Disease,treat,10,36,32125920|32161074|34520336|35505000|35610634|36312931|36531637|36698751|36938252|38283526,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Neoplasms,treat,10,39,32092134|34419964|34769400|35008123|35116724|35984577|37605479|40267379|40478177|40788483,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Cough,treat,10,37,33297919|33429766|34273498|36997976|37525975|37576362|38195188|40635735|40842772|40957810,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Pulmonary_Disease_Chronic_Obstructive,treat,10,37,11334579|20424533|33628451|34015041|34106990|34344348|35657073|37571965|38195188|38236909,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Osteomyelitis,treat,10,34,28150731|32050917|32842382|35127451|35223115|35440435|37664288|38537273|40179513|40562610,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Cystic_Fibrosis,treat,10,34,32534046|33810116|34099405|34384254|34959333|36009983|36076992|36411822|40583680|40806586,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Endocarditis,treat,10,30,10590278|12505130|15996745|24568204|25998992|32407558|34189045|36405607|37214186|39320237,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Diarrhea,treat,10,66,32161074|33297919|34113506|34189178|34400093|35029328|35440537|36938252|38364524|39463598,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Dyspnea,treat,10,34,33240829|33297919|33429766|35131079|35598874|37031987|37576362|38195188|39803058|40809711,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Neutropenia,treat,10,36,28168415|31676904|32304873|32785971|33041718|33956965|37384199|37490409|40880523|40946741,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Pneumococcal_Infections,treat,10,28,16255991|18359074|19261799|22821428|30538512|33599832|34219043|36445159|36545503|36595836,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Respiratory_Insufficiency,treat,10,29,11131957|12356793|1572139|16755812|17140350|33297919|37031987|37674134|39803058|7516863,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Skin_Diseases,treat,10,29,12196055|15319550|18360639|22409715|25464792|33413168|35313912|36813163|40245570|9404904,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Stenotrophomonas_maltophilia_bacteremia,treat,10,31,31505224|34812302|35097154|36101423|36521275|37064968|37124072|37125232|37554482|40980120,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Enterocolitis_Neutropenic,treat,10,24,12015693|12138329|14755314|20424535|24289496|26363413|27723617|36140048|36277532|36409602,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Healthcare_Associated_Pneumonia,treat,10,25,14718097|16304179|16709306|16979877|19441644|19441645|22594848|24809206|26903555|38094659,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_COVID_19,treat,10,28,32342677|32546446|33878862|34052981|35625230|36670359|37726055|37814299|39539190|40507768,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Eye_Infections,treat,10,25,32776804|32847338|32896171|34452254|34869098|37028574|37476596|39257107|39273175|40826524,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Febrile_Neutropenia,treat,10,27,31785022|31810423|32092134|32779614|33185742|36409602|36750202|37799940|37876072|40267379,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Pneumonia_Staphylococcal,treat,10,26,15190041|17036368|18676888|19217166|20642942|25797053|26747068|36232864|36994231|38027608,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Lung_Diseases,treat,10,27,34933140|35755768|36411822|36950412|37114253|37273666|37424783|39616474|39676844|40225350,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Pseudomonas_Infections,treat,10,22,12962358|27045418|33810116|34384254|34959333|35071595|35517901|36102678|36930779|37293538,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Bone_Diseases,treat,10,21,18230552|22944286|23275112|27208901|32564750|32664317|32717329|35178577|36232864|40847475,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Edema,treat,10,27,31345743|32402735|32938418|34189045|34490054|35516965|35931174|37114253|37180442|37853868,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Clostridium_Infections,treat,10,31,11157906|11898264|16940135|29020310|34875405|35219837|36750202|36916465|36921630|37323360,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Mycobacterium_Infections_Nontuberculous,treat,10,20,11925921|12422647|15029437|21141068|24483019|32188404|32474498|32522448|32563248|36276648,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Meningism,treat,10,21,10585837|11328772|14557920|14729741|26038458|32501258|32842382|35108179|35607743|37608277,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Otitis_Media,treat,10,19,17133154|22535840|22568127|24918220|33612473|34665264|35664713|36599786|38000342|39476787,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Peptic_Ulcer,treat,10,20,14642083|21655065|21886067|26039946|32753910|33355079|34219870|36633162|37547163|40182588,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Pneumonia_Ventilator_Associated,treat,10,20,15712100|16669931|30814950|31011353|31779711|34989477|35449666|36846731|40635735|40971671,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Abdominal_Pain,treat,10,28,10064632|11549787|23960849|33738152|34113506|36067910|37125071|37214185|37547163|41020144,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Conjunctivitis_Bacterial,treat,10,18,10404344|12579927|12881345|14566313|19123142|21055198|29131910|30203775|32922488|39466957,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Critical_Illness,treat,10,19,11157914|11396281|12389872|16669931|17570646|18509767|25992293|26666946|32131897|33012583,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Pneumonia_Pneumococcal,treat,10,18,10599260|10874918|11408985|14745340|15328095|16307682|24062235|29565225|33942165|39313100,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Cystitis,treat,10,17,10723666|1402078|16042059|16708591|30713304|31821580|33738152|34955540|39353751|39597709,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Leukemia_Myeloid_Acute,treat,10,17,20922911|24289496|25989991|32710709|32785971|33041718|35029328|35433514|36277532|36908871,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Peritonitis,treat,10,17,23483064|25461238|27432106|28943571|34901199|35229817|37214185|37573047|38329920|7562013,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Klebsiella_Infections,treat,10,17,32274996|32801794|33203903|33209736|33483896|33898034|35033636|35518345|35895586|37743308,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Soft_Tissue_Infections,treat,10,17,11249554|11451697|11858909|1512922|15319551|19441647|32842382|37553057|38272263|9559829,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Urethritis,treat,10,16,11473221|15732345|1609678|1784071|18379157|21174140|23593735|24594766|34580009|9533064,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Arthritis_Infectious,treat,10,16,15636628|22233826|31109743|32296009|32842382|33069221|36113957|37307950|40727117|9915933,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Corneal_Ulcer,treat,10,15,14558414|17542697|18709951|19387241|19770731|25278429|25707461|27349783|36718435|37713628,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Multiple_Myeloma,treat,10,15,29080369|31690402|32007198|32007199|32007200|32304873|34728171|35197371|37573150|38110897,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Mysophobia,treat,10,15,10567771|11408238|19251140|32003660|33990180|34918930|35459117|35639464|37579188|9559829,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Pleural_Effusion,treat,10,16,18051793|18818141|21060760|29124008|31416441|33240829|34336316|35693369|36262594|40809711,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Shock_Septic,treat,10,20,11751788|16669931|33516071|35598874|35836642|37674134|39328670|39651042|40487811|40487816,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Wound_Infection,treat,10,16,12621740|29033439|29166257|31014284|33326676|35016275|36213001|37180442|40053424|40845349,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Chest_Pain,treat,10,15,15687478|19764465|28900525|31424025|32080118|32974469|33628451|35000716|35070718|39794082,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Empyema,treat,10,14,10986533|15358708|18409564|19778298|21060760|23736384|24268534|27330964|29643137|29968982,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Triple_Negative_Breast_Neoplasms,treat,10,18,11447768|1330420|1503449|18201585|18611829|24342646|33296338|33395563|34053809|8458244,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Ulcer,treat,10,14,15375105|15898843|19226024|26172919|32975143|35607743|36568998|36718435|37685623|40355830,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Acute_Disease,treat,10,15,10350383|10723666|12541165|14557312|16293920|17207036|25098465|25756071|29225872|35657073,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Cellulitis,treat,10,13,15302637|15739992|18603848|32727390|37149734|38110897|39371856|39399200|40786770|40937210,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Death,treat,10,29,32771107|33552522|35041973|35097154|35597248|36521275|36948945|37685623|40597784|40725622,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Dyspepsia,treat,10,13,17635384|17764498|19630462|20533106|21593719|21762267|28575885|29364096|31049172|36523418,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Cross_Infection,treat,10,14,12917240|15201925|15767745|17446961|18509767|20045290|22560475|26167865|36923771|37391975,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Epididymitis,treat,10,12,1609677|1632334|19378875|22450841|27929243|28089362|31211847|33854561|34353018|37577346,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Gram_Positive_Bacterial_Infections,treat,10,12,14755314|15080238|15767745|20388320|21189338|24180629|25261416|34379184|39561392|7903345,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Light_Fixation_Seizure_Syndrome,treat,10,12,12184647|16421016|18973408|23207537|28507117|30486786|31014284|32402735|33333640|37832933,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Brucellosis,treat,10,11,23645957|27086734|28459811|31365982|31856360|32552113|35244335|38046280|40933454|41020231,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Hematologic_Neoplasms,treat,10,11,18310966|20852999|22037822|24465506|27495798|31281857|31810423|34943735|36140048|36358024,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Leukemic_Infiltration,treat,10,12,20152619|21070648|21141068|29849375|30732704|32766009|34909204|35453970|37031987|39803058,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Meningitis_Pneumococcal,treat,10,11,18854480|20948264|25819304|31060128|31345165|32173647|32428369|33209736|38436309|7793857,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Pelvic_Inflammatory_Disease,treat,10,11,16896021|19467767|20716255|28421576|30257358|30878689|31359734|32506857|35924054|35991648,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Surgical_Wound_Infection,treat,10,12,11053909|16841706|18053054|18509767|20015788|27790436|28161927|30838146|36213001|39700167,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Wounds_and_Injuries,treat,10,13,15375105|19718062|25135015|34531234|36247862|36566688|38272823|38388054|39256930|39267976,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Allergic_Fungal_Sinusitis,treat,10,10,15823766|15942883|16466604|17092740|19589288|28748398|29959565|30956698|37042371|37522348,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Bronchitis,treat,10,10,11195704|11347723|15027315|18236349|25553690|26621623|28230273|31178301|9533064|9758306,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Chronic_Disease,treat,10,10,12422646|12931366|12946763|15690910|16572891|19205719|19256057|23176385|24284293|40754174,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Conjunctivitis,treat,10,11,15013867|19552545|22106909|26638552|26740466|32922488|33241466|35811773|39936432|41017068,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Drug_Hypersensitivity,treat,10,34,12602391|14742782|35145856|35355888|35833362|35962429|36465429|36802177|36828666|37154772,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions,treat,10,47,33355292|34537589|34769400|36213001|37554438|38613572|39386351|39693627|39892139|39991432,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Enterobacteriaceae_Infections,treat,10,12,12967751|22578642|28161293|29670677|31071467|31421908|31636073|33116675|36159558|36750202,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Escherichia_coli_Infections,treat,10,10,10803495|10854805|12727082|17428810|20229051|25630645|32685112|33185742|33801839|38308684,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Gram_Negative_Bacterial_Infections,treat,10,12,12886053|17023238|17322937|20675508|25498393|26675021|31109743|31421908|33185742|38249696,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Maxillary_Sinusitis,treat,10,10,11347723|12148384|12666597|14664657|15072030|16087013|17178300|18313879|18375085|9777318,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Plague,treat,10,10,17517837|21127743|21347450|23063826|23239803|24570454|29109161|32435803|32435805|37748767,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Typhoid_Fever,treat,10,10,1431361|16293920|16363202|16771224|19686996|21804509|24250583|28367881|36253712|38404085,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Uterine_Cervicitis,treat,10,11,10516931|10671767|1512925|22020630|22066346|24716359|24944386|32188404|39678605|9651605,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Acute_Febrile_Encephalopathy,treat,9,9,18218645|19572205|23006631|24465506|30124173|31752745|32265612|39251918|40939954,@CHEMICAL_Levofloxacin
levofloxacin,@DISEASE_Appendicitis,treat,9,9,15045551|21751605|23394263|26080338|30264120|32074268|33427870|35576384|38630471,@CHEMICAL_Levofloxacin
