src,dst,relation,weight_admissions,unique_patients,p_disease_given_drug,p_drug_given_disease
drug:amlodipine,icd:9:49122,treat,15,15,0.00036178577458334337,0.1079136690647482
drug:amlodipine,icd:10:K56609,treat,27,25,0.000651214394250018,0.067331670822942641
drug:amlodipine,icd:10:C7949,treat,10,10,0.00024119051638889558,0.16129032258064516
drug:amlodipine,icd:10:K5650,treat,16,15,0.00038590482622223295,0.091428571428571428
drug:furosemide,icd:9:72888,treat,17,17,0.00024521117009000692,0.1
drug:lisinopril,icd:10:I638,treat,20,20,0.00041055116493893051,0.13513513513513514
drug:lisinopril,icd:9:99642,treat,14,13,0.00028738581545725134,0.10294117647058823
drug:omeprazole,icd:9:25000,treat,19,19,0.00025964797201268177,0.082608695652173908
drug:omeprazole,icd:9:34540,treat,24,22,0.00032797638570022957,0.13186813186813187
drug:simvastatin,icd:9:9623,treat,14,13,0.00040107717870853149,0.14
drug:warfarin,icd:10:S72141A,treat,16,16,0.00055382485289027345,0.050156739811912224
drug:furosemide,icd:9:41031,treat,18,18,0.00025963535656588969,0.21951219512195122
drug:amlodipine,icd:9:03849,treat,11,11,0.00026530956802778516,0.028061224489795918
drug:amlodipine,icd:9:44103,treat,14,13,0.00033766672294445384,0.22580645161290322
drug:amlodipine,icd:10:J810,treat,19,17,0.00045826198113890163,0.43181818181818182
drug:warfarin,icd:10:I872,treat,12,11,0.00041536863966770509,0.16901408450704225
drug:simvastatin,icd:10:I4892,treat,17,16,0.00048702228843178821,0.062043795620437957
drug:furosemide,icd:9:42820,treat,29,29,0.00041830140780060003,0.59183673469387754
drug:levofloxacin,icd:9:56081,treat,11,11,0.00076521739130434787,0.019891500904159132
drug:amlodipine,icd:10:K8050,treat,41,41,0.00098888111719447184,0.1553030303030303
drug:amlodipine,icd:10:K838,treat,18,16,0.00043414292950001205,0.21951219512195122
drug:warfarin,icd:10:T8619,treat,18,16,0.00062305295950155766,0.081081081081081086
drug:furosemide,icd:10:K861,treat,10,8,0.00014424186475882759,0.05128205128205128
drug:lisinopril,icd:9:45821,treat,10,8,0.00020527558246946525,0.18867924528301888
drug:lisinopril,icd:10:I712,treat,17,16,0.00034896849019809095,0.076923076923076927
drug:lisinopril,icd:10:I63411,treat,16,16,0.0003284409319511444,0.0443213296398892
drug:omeprazole,icd:9:5303,treat,17,16,0.00023231660653766261,0.19101123595505617
drug:omeprazole,icd:10:C160,treat,15,13,0.00020498524106264348,0.1079136690647482
drug:simvastatin,icd:10:I6521,treat,17,16,0.00048702228843178821,0.077272727272727271
drug:simvastatin,icd:10:I6340,treat,19,19,0.00054431902824729277,0.0778688524590164
drug:furosemide,icd:10:I2129,treat,19,19,0.00027405954304177246,0.30158730158730157
drug:lisinopril,icd:9:56985,treat,10,10,0.00020527558246946525,0.083333333333333329
drug:lisinopril,icd:10:M8458XA,treat,12,12,0.00024633069896335828,0.14117647058823529
drug:simvastatin,icd:10:K5289,treat,10,10,0.00028648369907752252,0.0970873786407767
drug:furosemide,icd:10:I4811,treat,13,13,0.00018751442418647588,0.52
drug:warfarin,icd:10:I714,treat,10,10,0.00034614053305642093,0.023474178403755867
drug:glyburide,icd:9:41071,treat,17,17,0.00989522700814901,0.0059171597633136093
drug:simvastatin,icd:9:4270,treat,11,11,0.00031513206898527472,0.11956521739130435
drug:amlodipine,icd:9:57420,treat,15,14,0.00036178577458334337,0.0635593220338983
drug:amlodipine,icd:10:T8469XA,treat,11,10,0.00026530956802778516,0.1375
drug:warfarin,icd:9:8208,treat,14,14,0.0004845967462789893,0.038147138964577658
drug:atenolol,icd:9:33819,treat,17,14,0.0011179797448375641,0.057046979865771813
drug:furosemide,icd:10:J1100,treat,10,10,0.00014424186475882759,0.16393442622950818
drug:furosemide,icd:9:79902,treat,33,33,0.00047599815370413107,0.25190839694656486
drug:lisinopril,icd:10:I70212,treat,13,13,0.00026685825721030484,0.16666666666666666
drug:lisinopril,icd:9:4439,treat,10,10,0.00020527558246946525,0.13513513513513514
drug:omeprazole,icd:9:1984,treat,16,16,0.00021865092380015305,0.16666666666666666
drug:simvastatin,icd:9:28521,treat,14,14,0.00040107717870853149,0.15555555555555556
drug:simvastatin,icd:10:J069,treat,20,20,0.000572967398155045,0.067567567567567571
drug:amlodipine,icd:10:S72002A,treat,29,29,0.00069945249752779721,0.14146341463414633
drug:amlodipine,icd:10:I739,treat,13,13,0.00031354767130556426,0.16883116883116883
drug:atenolol,icd:10:S2241XA,treat,18,18,0.0011837432592397739,0.055045871559633031
drug:furosemide,icd:10:N200,treat,13,13,0.00018751442418647588,0.043189368770764118
drug:furosemide,icd:10:N132,treat,17,17,0.00024521117009000692,0.033663366336633666
drug:omeprazole,icd:10:C3431,treat,45,43,0.00061495572318793048,0.25423728813559321
drug:omeprazole,icd:10:M4807,treat,12,12,0.00016398819285011479,0.17142857142857143
drug:simvastatin,icd:10:G9340,treat,10,10,0.00028648369907752252,0.061728395061728392
drug:lisinopril,icd:9:5363,treat,11,7,0.00022580314071641178,0.075342465753424653
drug:simvastatin,icd:9:78702,treat,14,14,0.00040107717870853149,0.093333333333333338
drug:levofloxacin,icd:10:J1000,treat,13,13,0.00090434782608695655,0.20967741935483872
drug:warfarin,icd:9:29281,treat,11,11,0.000380754586362063,0.071428571428571425
drug:warfarin,icd:10:R531,treat,10,10,0.00034614053305642093,0.018450184501845018
drug:lisinopril,icd:9:99709,treat,11,7,0.00022580314071641178,0.15942028985507245
drug:omeprazole,icd:9:82300,treat,25,25,0.00034164206843773917,0.089605734767025089
drug:furosemide,icd:10:I6389,treat,12,12,0.00017309023771059311,0.056338028169014086
drug:lisinopril,icd:10:I352,treat,10,10,0.00020527558246946525,0.086956521739130432
drug:amlodipine,icd:9:4271,treat,20,15,0.00048238103277779116,0.033003300330033
drug:lisinopril,icd:9:4871,treat,42,42,0.00086215744637175413,0.112
drug:omeprazole,icd:10:I351,treat,14,14,0.00019131955832513392,0.18421052631578946
drug:amlodipine,icd:10:E10621,treat,10,8,0.00024119051638889558,0.16949152542372881
drug:atenolol,icd:10:K529,treat,11,11,0.00072339865842430617,0.021400778210116732
drug:furosemide,icd:10:T8744,treat,13,10,0.00018751442418647588,0.14130434782608695
drug:lisinopril,icd:10:D352,treat,17,15,0.00034896849019809095,0.12781954887218044
drug:omeprazole,icd:9:9974,treat,20,20,0.00027331365475019131,0.043103448275862072
drug:warfarin,icd:9:80502,treat,18,18,0.00062305295950155766,0.068965517241379309
drug:atenolol,icd:9:99662,treat,12,12,0.00078916217282651584,0.034090909090909088
drug:omeprazole,icd:9:53510,treat,15,15,0.00020498524106264348,0.40540540540540543
drug:lisinopril,icd:10:I2121,treat,10,10,0.00020527558246946525,0.27027027027027029
drug:warfarin,icd:9:431,treat,12,12,0.00041536863966770509,0.00997506234413965
drug:warfarin,icd:9:41001,treat,25,25,0.00086535133264105228,0.27472527472527475
drug:amlodipine,icd:10:K5732,treat,35,33,0.00084416680736113458,0.071868583162217656
drug:amlodipine,icd:9:53550,treat,20,20,0.00048238103277779116,0.0947867298578199
drug:furosemide,icd:9:3383,treat,24,21,0.00034618047542118622,0.0761904761904762
drug:glyburide,icd:9:71535,treat,13,11,0.0075669383003492434,0.02355072463768116
drug:lisinopril,icd:10:G40109,treat,15,15,0.00030791337370419789,0.1079136690647482
drug:simvastatin,icd:9:8208,treat,35,35,0.0010026929467713288,0.095367847411444148
drug:omeprazole,icd:10:C19,treat,14,10,0.00019131955832513392,0.14
drug:warfarin,icd:10:I161,treat,12,12,0.00041536863966770509,0.04633204633204633
drug:amlodipine,icd:10:M5116,treat,25,25,0.000602976290972239,0.077639751552795025
drug:atenolol,icd:9:4240,treat,15,14,0.00098645271603314474,0.030864197530864196
drug:lisinopril,icd:10:D259,treat,11,11,0.00022580314071641178,0.04583333333333333
drug:lisinopril,icd:9:5691,treat,13,11,0.00026685825721030484,0.11607142857142858
drug:omeprazole,icd:9:82302,treat,12,12,0.00016398819285011479,0.14117647058823529
drug:warfarin,icd:10:Q211,treat,11,11,0.000380754586362063,0.098214285714285712
drug:furosemide,icd:10:I272,treat,17,17,0.00024521117009000692,0.5
drug:amlodipine,icd:10:F333,treat,10,9,0.00024119051638889558,0.072463768115942032
drug:simvastatin,icd:9:5691,treat,13,11,0.00037242880880077923,0.11607142857142858
drug:warfarin,icd:10:A4102,treat,10,10,0.00034614053305642093,0.0546448087431694
drug:warfarin,icd:9:7464,treat,21,21,0.00072689511941848386,0.3559322033898305
drug:furosemide,icd:10:K5660,treat,13,13,0.00018751442418647588,0.042622950819672129
drug:lisinopril,icd:10:I309,treat,11,11,0.00022580314071641178,0.11702127659574468
drug:omeprazole,icd:9:6824,treat,29,28,0.00039630479938777743,0.071428571428571425
drug:omeprazole,icd:9:1912,treat,14,13,0.00019131955832513392,0.14432989690721648
drug:omeprazole,icd:9:29650,treat,16,16,0.00021865092380015305,0.071428571428571425
drug:omeprazole,icd:10:K767,treat,13,13,0.00017765387558762435,0.26
drug:omeprazole,icd:9:80705,treat,16,16,0.00021865092380015305,0.26666666666666666
drug:furosemide,icd:10:I63412,treat,64,64,0.0009231479344564967,0.14035087719298245
drug:levofloxacin,icd:9:5781,treat,10,10,0.00069565217391304353,0.01610305958132045
drug:lisinopril,icd:9:1541,treat,14,13,0.00028738581545725134,0.078651685393258425
drug:lisinopril,icd:9:5780,treat,21,21,0.00043107872318587706,0.072916666666666671
drug:simvastatin,icd:9:8026,treat,11,10,0.00031513206898527472,0.06875
drug:furosemide,icd:10:I6201,treat,19,18,0.00027405954304177246,0.096446700507614211
drug:lisinopril,icd:10:I70211,treat,15,14,0.00030791337370419789,0.25423728813559321
drug:warfarin,icd:10:I4819,treat,28,26,0.00096919349255797859,0.12962962962962962
drug:amlodipine,icd:10:C561,treat,12,11,0.00028942861966667468,0.12121212121212122
drug:lisinopril,icd:9:60784,treat,26,26,0.00053371651442060968,0.26262626262626265
drug:lisinopril,icd:9:42820,treat,13,13,0.00026685825721030484,0.26530612244897961
drug:omeprazole,icd:10:T8469XA,treat,12,11,0.00016398819285011479,0.15
drug:omeprazole,icd:10:T85628A,treat,21,21,0.0002869793374877009,0.25
drug:simvastatin,icd:10:E1122,treat,16,15,0.000458373918524036,0.073732718894009217
drug:amlodipine,icd:9:73382,treat,12,12,0.00028942861966667468,0.0547945205479452
drug:amlodipine,icd:10:E870,treat,10,8,0.00024119051638889558,0.14492753623188406
drug:simvastatin,icd:10:N136,treat,11,10,0.00031513206898527472,0.047008547008547008
drug:furosemide,icd:9:34830,treat,28,28,0.00040387722132471731,0.15384615384615385
drug:amlodipine,icd:9:1820,treat,25,24,0.000602976290972239,0.078369905956112859
drug:amlodipine,icd:9:1830,treat,15,10,0.00036178577458334337,0.057915057915057917
drug:levofloxacin,icd:9:1550,treat,14,14,0.00097391304347826089,0.025134649910233394
drug:lisinopril,icd:10:K122,treat,12,12,0.00024633069896335828,0.084507042253521125
drug:omeprazole,icd:9:9972,treat,14,14,0.00019131955832513392,0.1111111111111111
drug:omeprazole,icd:9:30011,treat,11,11,0.00015032251011260522,0.14285714285714285
drug:omeprazole,icd:9:23875,treat,11,10,0.00015032251011260522,0.19642857142857142
drug:simvastatin,icd:10:R001,treat,20,20,0.000572967398155045,0.090909090909090912
drug:simvastatin,icd:10:F0390,treat,12,12,0.000343780438893027,0.088235294117647065
drug:simvastatin,icd:9:27542,treat,17,16,0.00048702228843178821,0.1650485436893204
drug:warfarin,icd:9:92400,treat,11,11,0.000380754586362063,0.18965517241379309
drug:atenolol,icd:9:6823,treat,12,11,0.00078916217282651584,0.021543985637342909
drug:furosemide,icd:9:135,treat,10,8,0.00014424186475882759,0.16666666666666666
drug:amlodipine,icd:10:F0391,treat,15,14,0.00036178577458334337,0.1875
drug:amlodipine,icd:10:I6389,treat,22,22,0.00053061913605557032,0.10328638497652583
drug:amlodipine,icd:10:E1043,treat,22,14,0.00053061913605557032,0.13333333333333333
drug:warfarin,icd:10:J111,treat,12,11,0.00041536863966770509,0.050847457627118647
drug:atenolol,icd:10:G459,treat,21,21,0.0013810338024464028,0.047619047619047616
drug:furosemide,icd:9:73027,treat,23,23,0.0003317562889453035,0.21904761904761905
drug:omeprazole,icd:10:I9789,treat,20,20,0.00027331365475019131,0.1834862385321101
drug:omeprazole,icd:10:N3000,treat,17,17,0.00023231660653766261,0.22077922077922077
drug:simvastatin,icd:9:55090,treat,13,13,0.00037242880880077923,0.088435374149659865
drug:warfarin,icd:9:56969,treat,11,10,0.000380754586362063,0.0502283105022831
drug:glyburide,icd:9:4580,treat,11,10,0.0064027939464493594,0.016641452344931921
drug:atenolol,icd:10:C7931,treat,25,22,0.0016440878600552415,0.035260930888575459
drug:omeprazole,icd:10:T8463XA,treat,10,10,0.00013665682737509566,0.35714285714285715
drug:simvastatin,icd:9:5950,treat,12,11,0.000343780438893027,0.19672131147540983
drug:furosemide,icd:10:B1921,treat,10,10,0.00014424186475882759,0.625
drug:warfarin,icd:9:78652,treat,13,13,0.00044998269297334719,0.074285714285714288
drug:atenolol,icd:9:42821,treat,10,10,0.0006576351440220965,0.037037037037037035
drug:furosemide,icd:9:6822,treat,25,23,0.000360604661897069,0.084459459459459457
drug:lisinopril,icd:9:80703,treat,18,18,0.00036949604844503745,0.1487603305785124
drug:lisinopril,icd:9:7230,treat,17,17,0.00034896849019809095,0.17171717171717171
drug:omeprazole,icd:10:K30,treat,14,13,0.00019131955832513392,0.26415094339622641
drug:simvastatin,icd:10:I712,treat,23,20,0.00065891250787830169,0.10407239819004525
drug:omeprazole,icd:9:99889,treat,14,14,0.00019131955832513392,0.14583333333333334
drug:omeprazole,icd:9:5780,treat,35,34,0.00047829889581283482,0.12152777777777778
drug:simvastatin,icd:9:42983,treat,10,10,0.00028648369907752252,0.15151515151515152
drug:levofloxacin,icd:9:43411,treat,23,23,0.0016,0.019844693701466781
drug:amlodipine,icd:9:4111,treat,18,18,0.00043414292950001205,0.18556701030927836
drug:lisinopril,icd:10:N529,treat,11,11,0.00022580314071641178,0.22448979591836735
drug:atenolol,icd:10:E871,treat,18,18,0.0011837432592397739,0.032432432432432434
drug:furosemide,icd:10:E8352,treat,28,27,0.00040387722132471731,0.29473684210526313
drug:omeprazole,icd:9:2180,treat,12,12,0.00016398819285011479,0.125
drug:omeprazole,icd:10:S2220XA,treat,11,11,0.00015032251011260522,0.19642857142857142
drug:omeprazole,icd:9:9951,treat,19,18,0.00025964797201268177,0.068840579710144928
drug:omeprazole,icd:10:D72829,treat,11,11,0.00015032251011260522,0.25
drug:furosemide,icd:10:I4821,treat,13,13,0.00018751442418647588,0.40625
drug:levofloxacin,icd:9:1629,treat,28,27,0.0019478260869565218,0.14213197969543148
drug:furosemide,icd:10:K430,treat,19,18,0.00027405954304177246,0.073643410852713184
drug:furosemide,icd:10:M4712,treat,10,10,0.00014424186475882759,0.046296296296296294
drug:lisinopril,icd:10:M109,treat,20,20,0.00041055116493893051,0.13422818791946309
drug:lisinopril,icd:9:V7651,treat,12,12,0.00024633069896335828,0.19354838709677419
drug:omeprazole,icd:10:M5117,treat,10,10,0.00013665682737509566,0.0625
drug:furosemide,icd:10:I609,treat,15,15,0.0002163627971382414,0.0949367088607595
drug:furosemide,icd:9:5718,treat,10,10,0.00014424186475882759,0.43478260869565216
drug:amlodipine,icd:9:41400,treat,22,20,0.00053061913605557032,0.10837438423645321
drug:amlodipine,icd:9:6822,treat,15,13,0.00036178577458334337,0.050675675675675678
drug:amlodipine,icd:10:E1069,treat,14,14,0.00033766672294445384,0.14893617021276595
drug:omeprazole,icd:10:K5909,treat,22,22,0.00030064502022521044,0.20754716981132076
drug:simvastatin,icd:10:K8050,treat,17,17,0.00048702228843178821,0.064393939393939392
drug:lisinopril,icd:10:T8744,treat,11,10,0.00022580314071641178,0.11956521739130435
drug:amlodipine,icd:9:78959,treat,13,12,0.00031354767130556426,0.084967320261437912
drug:amlodipine,icd:10:T85628A,treat,10,10,0.00024119051638889558,0.11904761904761904
drug:amlodipine,icd:10:K2970,treat,17,16,0.00041002387786112253,0.11486486486486487
drug:warfarin,icd:10:I484,treat,18,18,0.00062305295950155766,0.19780219780219779
drug:warfarin,icd:9:8080,treat,10,10,0.00034614053305642093,0.049261083743842367
drug:warfarin,icd:9:07999,treat,17,16,0.00058843890619591555,0.047619047619047616
drug:warfarin,icd:10:I82432,treat,10,10,0.00034614053305642093,0.24390243902439024
drug:furosemide,icd:10:L7632,treat,16,16,0.00023078698361412417,0.14678899082568808
drug:omeprazole,icd:10:I080,treat,49,47,0.00066961845413796874,0.18773946360153257
drug:omeprazole,icd:10:M47896,treat,12,12,0.00016398819285011479,0.23529411764705882
drug:simvastatin,icd:10:E1151,treat,33,28,0.00094539620695582426,0.081885856079404462
drug:simvastatin,icd:9:34690,treat,16,14,0.000458373918524036,0.0625
drug:atenolol,icd:9:82009,treat,14,14,0.00092068920163093518,0.059071729957805907
drug:lisinopril,icd:10:T82856A,treat,18,17,0.00036949604844503745,0.15929203539823009
drug:furosemide,icd:10:D693,treat,10,10,0.00014424186475882759,0.056179775280898875
drug:simvastatin,icd:10:I25118,treat,21,21,0.00060161576806279718,0.039325842696629212
drug:amlodipine,icd:10:N3090,treat,20,20,0.00048238103277779116,0.20618556701030927
drug:simvastatin,icd:9:340,treat,13,6,0.00037242880880077923,0.047272727272727272
drug:warfarin,icd:9:38611,treat,15,15,0.00051921079958463135,0.0625
drug:furosemide,icd:9:V5812,treat,12,8,0.00017309023771059311,0.02843601895734597
drug:amlodipine,icd:9:07999,treat,28,28,0.00067533344588890769,0.0784313725490196
drug:amlodipine,icd:10:T82897A,treat,10,10,0.00024119051638889558,0.10638297872340426
drug:simvastatin,icd:9:29420,treat,11,11,0.00031513206898527472,0.171875
drug:simvastatin,icd:10:E1043,treat,15,3,0.00042972554861628375,0.090909090909090912
drug:levofloxacin,icd:9:2536,treat,15,15,0.0010434782608695651,0.059760956175298807
drug:amlodipine,icd:9:25041,treat,12,11,0.00028942861966667468,0.13333333333333333
drug:lisinopril,icd:10:G8929,treat,18,15,0.00036949604844503745,0.071428571428571425
drug:omeprazole,icd:10:G610,treat,19,16,0.00025964797201268177,0.1623931623931624
drug:omeprazole,icd:9:8072,treat,10,10,0.00013665682737509566,0.14285714285714285
drug:simvastatin,icd:9:1912,treat,10,10,0.00028648369907752252,0.10309278350515463
drug:furosemide,icd:9:1578,treat,10,10,0.00014424186475882759,0.10204081632653061
drug:amlodipine,icd:10:L7632,treat,12,12,0.00028942861966667468,0.11009174311926606
drug:lisinopril,icd:9:4210,treat,22,22,0.00045160628143282356,0.10232558139534884
drug:omeprazole,icd:10:K8030,treat,16,16,0.00021865092380015305,0.25806451612903225
drug:omeprazole,icd:10:I70245,treat,13,12,0.00017765387558762435,0.21311475409836064
drug:simvastatin,icd:10:S72002A,treat,16,16,0.000458373918524036,0.078048780487804878
drug:levofloxacin,icd:9:48284,treat,20,20,0.0013913043478260871,0.68965517241379315
drug:lisinopril,icd:9:5768,treat,11,11,0.00022580314071641178,0.044715447154471545
drug:lisinopril,icd:9:4372,treat,16,15,0.0003284409319511444,0.34782608695652173
drug:lisinopril,icd:9:29689,treat,10,10,0.00020527558246946525,0.058139534883720929
drug:omeprazole,icd:9:73314,treat,17,17,0.00023231660653766261,0.22077922077922077
drug:simvastatin,icd:9:7840,treat,40,37,0.00114593479631009,0.056577086280056574
drug:simvastatin,icd:9:78062,treat,10,10,0.00028648369907752252,0.081300813008130079
drug:furosemide,icd:10:C50911,treat,11,10,0.00015866605123471036,0.092436974789915971
drug:amlodipine,icd:10:K8020,treat,17,17,0.00041002387786112253,0.12056737588652482
drug:omeprazole,icd:10:K9423,treat,12,11,0.00016398819285011479,0.051502145922746781
drug:warfarin,icd:9:6824,treat,10,10,0.00034614053305642093,0.024630541871921183
drug:amlodipine,icd:10:M86172,treat,11,11,0.00026530956802778516,0.20370370370370369
drug:furosemide,icd:10:A401,treat,15,15,0.0002163627971382414,0.16853932584269662
drug:simvastatin,icd:9:38611,treat,24,24,0.000687560877786054,0.1
drug:lisinopril,icd:10:R0602,treat,16,15,0.0003284409319511444,0.071748878923766815
drug:warfarin,icd:10:A0472,treat,14,14,0.0004845967462789893,0.05737704918032787
drug:atenolol,icd:10:I471,treat,10,10,0.0006576351440220965,0.025510204081632654
drug:furosemide,icd:10:T8579XA,treat,23,23,0.0003317562889453035,0.093877551020408165
drug:lisinopril,icd:10:I484,treat,18,16,0.00036949604844503745,0.19780219780219779
drug:omeprazole,icd:10:I724,treat,13,12,0.00017765387558762435,0.125
drug:simvastatin,icd:9:56409,treat,23,22,0.00065891250787830169,0.10454545454545454
drug:furosemide,icd:10:G629,treat,10,9,0.00014424186475882759,0.16949152542372881
drug:amlodipine,icd:9:514,treat,10,10,0.00024119051638889558,0.18867924528301888
drug:lisinopril,icd:10:N10,treat,14,13,0.00028738581545725134,0.066985645933014357
drug:atenolol,icd:10:C9000,treat,12,11,0.00078916217282651584,0.036923076923076927
drug:atenolol,icd:9:38612,treat,11,11,0.00072339865842430617,0.067484662576687116
drug:furosemide,icd:9:23875,treat,10,10,0.00014424186475882759,0.17857142857142858
drug:omeprazole,icd:9:V714,treat,10,10,0.00013665682737509566,0.1
drug:simvastatin,icd:9:7866,treat,11,11,0.00031513206898527472,0.14864864864864866
drug:omeprazole,icd:10:T8131XA,treat,42,41,0.00057395867497540181,0.19626168224299065
drug:omeprazole,icd:9:1579,treat,15,14,0.00020498524106264348,0.17045454545454544
drug:omeprazole,icd:10:J029,treat,10,10,0.00013665682737509566,0.10101010101010101
drug:omeprazole,icd:9:78651,treat,13,13,0.00017765387558762435,0.084967320261437912
drug:omeprazole,icd:9:2920,treat,18,18,0.00024598228927517218,0.10975609756097561
drug:simvastatin,icd:10:G3183,treat,12,12,0.000343780438893027,0.17647058823529413
drug:simvastatin,icd:10:C641,treat,20,19,0.000572967398155045,0.12658227848101267
drug:amlodipine,icd:10:C73,treat,30,27,0.00072357154916668674,0.17543859649122806
drug:amlodipine,icd:9:34830,treat,20,20,0.00048238103277779116,0.10989010989010989
drug:lisinopril,icd:9:V580,treat,14,7,0.00028738581545725134,0.18421052631578946
drug:omeprazole,icd:9:7336,treat,31,30,0.00042363616486279656,0.19496855345911951
drug:warfarin,icd:9:7336,treat,14,14,0.0004845967462789893,0.0880503144654088
drug:furosemide,icd:9:92400,treat,12,12,0.00017309023771059311,0.20689655172413793
drug:amlodipine,icd:10:T8453XA,treat,23,17,0.00055473818769445984,0.16788321167883211
drug:amlodipine,icd:10:K5289,treat,12,12,0.00028942861966667468,0.11650485436893204
drug:lisinopril,icd:10:R918,treat,12,12,0.00024633069896335828,0.15
drug:omeprazole,icd:9:29689,treat,13,13,0.00017765387558762435,0.0755813953488372
drug:omeprazole,icd:10:J0410,treat,15,4,0.00020498524106264348,0.5
drug:omeprazole,icd:9:53530,treat,10,10,0.00013665682737509566,0.25
drug:simvastatin,icd:9:34540,treat,11,10,0.00031513206898527472,0.06043956043956044
drug:furosemide,icd:9:7140,treat,13,9,0.00018751442418647588,0.15116279069767441
drug:omeprazole,icd:10:I609,treat,10,10,0.00013665682737509566,0.063291139240506333
drug:omeprazole,icd:10:S82142A,treat,12,12,0.00016398819285011479,0.066666666666666666
drug:simvastatin,icd:9:53019,treat,13,13,0.00037242880880077923,0.1015625
drug:amlodipine,icd:10:F259,treat,10,8,0.00024119051638889558,0.031645569620253167
drug:amlodipine,icd:10:I481,treat,32,31,0.0007718096524444659,0.084432717678100261
drug:omeprazole,icd:9:1830,treat,22,20,0.00030064502022521044,0.084942084942084939
drug:warfarin,icd:10:K5900,treat,17,17,0.00058843890619591555,0.048991354466858789
drug:lisinopril,icd:9:33182,treat,12,12,0.00024633069896335828,0.13636363636363635
drug:lisinopril,icd:10:K5521,treat,10,9,0.00020527558246946525,0.05434782608695652
drug:omeprazole,icd:9:25072,treat,12,12,0.00016398819285011479,0.12121212121212122
drug:warfarin,icd:9:5761,treat,20,18,0.00069228106611284187,0.028694404591104734
drug:simvastatin,icd:9:34680,treat,13,12,0.00037242880880077923,0.10483870967741936
drug:amlodipine,icd:9:27549,treat,13,11,0.00031354767130556426,0.18309859154929578
drug:furosemide,icd:9:2740,treat,10,10,0.00014424186475882759,0.29411764705882354
drug:omeprazole,icd:10:I872,treat,14,13,0.00019131955832513392,0.19718309859154928
drug:simvastatin,icd:9:59971,treat,24,24,0.000687560877786054,0.15094339622641509
drug:levofloxacin,icd:9:78650,treat,10,10,0.00069565217391304353,0.0013704262025489927
drug:atenolol,icd:10:K831,treat,21,21,0.0013810338024464028,0.035234899328859058
drug:simvastatin,icd:9:71945,treat,15,15,0.00042972554861628375,0.053763440860215055
drug:amlodipine,icd:9:85221,treat,58,57,0.0013989049950555944,0.086438152011922509
drug:amlodipine,icd:10:J82,treat,10,5,0.00024119051638889558,0.47619047619047616
drug:warfarin,icd:10:I952,treat,15,15,0.00051921079958463135,0.0872093023255814
drug:warfarin,icd:10:L03114,treat,10,10,0.00034614053305642093,0.040983606557377046
drug:furosemide,icd:10:T82867A,treat,16,16,0.00023078698361412417,0.36363636363636365
drug:simvastatin,icd:9:4870,treat,11,11,0.00031513206898527472,0.082089552238805971
drug:amlodipine,icd:9:5771,treat,15,12,0.00036178577458334337,0.036319612590799029
drug:atenolol,icd:9:4239,treat,13,13,0.00085492568722872551,0.0429042904290429
drug:simvastatin,icd:9:2749,treat,12,12,0.000343780438893027,0.14634146341463414
drug:warfarin,icd:9:99851,treat,10,10,0.00034614053305642093,0.0684931506849315
drug:amlodipine,icd:10:J9622,treat,18,14,0.00043414292950001205,0.12
drug:amlodipine,icd:9:99639,treat,14,13,0.00033766672294445384,0.125
drug:simvastatin,icd:10:M4316,treat,10,10,0.00028648369907752252,0.14084507042253522
drug:simvastatin,icd:10:K7031,treat,14,6,0.00040107717870853149,0.013972055888223553
drug:furosemide,icd:9:44102,treat,12,12,0.00017309023771059311,0.27272727272727271
drug:furosemide,icd:9:99813,treat,12,12,0.00017309023771059311,0.083916083916083919
drug:omeprazole,icd:10:J810,treat,11,11,0.00015032251011260522,0.25
drug:amlodipine,icd:9:78820,treat,11,11,0.00026530956802778516,0.1111111111111111
drug:amlodipine,icd:9:4372,treat,17,16,0.00041002387786112253,0.36956521739130432
drug:atenolol,icd:9:57420,treat,10,10,0.0006576351440220965,0.0423728813559322
drug:omeprazole,icd:9:51181,treat,31,30,0.00042363616486279656,0.15270935960591134
drug:simvastatin,icd:10:C182,treat,11,11,0.00031513206898527472,0.082089552238805971
drug:lisinopril,icd:9:42612,treat,16,16,0.0003284409319511444,0.2318840579710145
drug:omeprazole,icd:10:K6389,treat,10,10,0.00013665682737509566,0.19607843137254902
drug:omeprazole,icd:10:A0471,treat,20,19,0.00027331365475019131,0.19607843137254902
drug:levofloxacin,icd:9:44024,treat,17,17,0.0011826086956521738,0.0256797583081571
drug:omeprazole,icd:10:S7221XA,treat,14,14,0.00019131955832513392,0.16091954022988506
drug:omeprazole,icd:10:R102,treat,10,10,0.00013665682737509566,0.20408163265306123
drug:furosemide,icd:10:I638,treat,11,11,0.00015866605123471036,0.074324324324324328
drug:levofloxacin,icd:10:I5023,treat,13,13,0.00090434782608695655,0.018465909090909092
drug:omeprazole,icd:9:5718,treat,10,10,0.00013665682737509566,0.43478260869565216
drug:simvastatin,icd:9:29181,treat,20,16,0.000572967398155045,0.01881467544684854
drug:furosemide,icd:9:5750,treat,24,24,0.00034618047542118622,0.088560885608856083
drug:omeprazole,icd:10:K5080,treat,12,10,0.00016398819285011479,0.24489795918367346
drug:furosemide,icd:10:I9751,treat,13,13,0.00018751442418647588,0.43333333333333335
drug:levofloxacin,icd:9:55321,treat,10,10,0.00069565217391304353,0.016051364365971106
