id,type,label,aliases,source_ids
icd:10:S52271A,disease,"Monteggia's fracture of right ulna, initial encounter for closed fracture",,
icd:10:S52272A,disease,"Monteggia's fracture of left ulna, initial encounter for closed fracture",,
icd:10:S52302B,disease,"Unspecified fracture of shaft of left radius, initial encounter for open fracture type I or II",,
icd:10:S52322A,disease,"Displaced transverse fracture of shaft of left radius, initial encounter for closed fracture",,
icd:10:S52331A,disease,"Displaced oblique fracture of shaft of right radius, initial encounter for closed fracture",,
icd:10:S52341A,disease,"Displaced spiral fracture of shaft of radius, right arm, initial encounter for closed fracture",,
icd:10:S52351A,disease,"Displaced comminuted fracture of shaft of radius, right arm, initial encounter for closed fracture",,
icd:10:S52352A,disease,"Displaced comminuted fracture of shaft of radius, left arm, initial encounter for closed fracture",,
icd:10:S52352B,disease,"Displaced comminuted fracture of shaft of radius, left arm, initial encounter for open fracture type I or II",,
icd:10:S52372B,disease,"Galeazzi's fracture of left radius, initial encounter for open fracture type I or II",,
icd:10:S52501A,disease,"Unspecified fracture of the lower end of right radius, initial encounter for closed fracture",,
icd:10:S52501B,disease,"Unspecified fracture of the lower end of right radius, initial encounter for open fracture type I or II",,
icd:10:S52501K,disease,"Unspecified fracture of the lower end of right radius, subsequent encounter for closed fracture with nonunion",,
icd:10:S52502A,disease,"Unspecified fracture of the lower end of left radius, initial encounter for closed fracture",,
icd:10:S52502B,disease,"Unspecified fracture of the lower end of left radius, initial encounter for open fracture type I or II",,
icd:10:S52502P,disease,"Unspecified fracture of the lower end of left radius, subsequent encounter for closed fracture with malunion",,
icd:10:S52514A,disease,"Nondisplaced fracture of right radial styloid process, initial encounter for closed fracture",,
icd:10:S52531A,disease,"Colles' fracture of right radius, initial encounter for closed fracture",,
icd:10:S52551A,disease,"Other extraarticular fracture of lower end of right radius, initial encounter for closed fracture",,
icd:10:S52551B,disease,"Other extraarticular fracture of lower end of right radius, initial encounter for open fracture type I or II",,
icd:10:S52552A,disease,"Other extraarticular fracture of lower end of left radius, initial encounter for closed fracture",,
icd:10:S52571A,disease,"Other intraarticular fracture of lower end of right radius, initial encounter for closed fracture",,
icd:10:S52571B,disease,"Other intraarticular fracture of lower end of right radius, initial encounter for open fracture type I or II",,
icd:10:S52572A,disease,"Other intraarticular fracture of lower end of left radius, initial encounter for closed fracture",,
icd:10:S52572B,disease,"Other intraarticular fracture of lower end of left radius, initial encounter for open fracture type I or II",,
icd:10:S52591A,disease,"Other fractures of lower end of right radius, initial encounter for closed fracture",,
icd:10:S52591B,disease,"Other fractures of lower end of right radius, initial encounter for open fracture type I or II",,
icd:10:S52592A,disease,"Other fractures of lower end of left radius, initial encounter for closed fracture",,
icd:10:S52602K,disease,"Unspecified fracture of lower end of left ulna, subsequent encounter for closed fracture with nonunion",,
icd:10:S52611A,disease,"Displaced fracture of right ulna styloid process, initial encounter for closed fracture",,
icd:10:S52692A,disease,"Other fracture of lower end of left ulna, initial encounter for closed fracture",,
icd:10:S5291XB,disease,"Unspecified fracture of right forearm, initial encounter for open fracture type I or II",,
icd:10:S53104A,disease,"Unspecified dislocation of right ulnohumeral joint, initial encounter",,
icd:10:S53145A,disease,"Lateral dislocation of left ulnohumeral joint, initial encounter",,
icd:10:S5412XA,disease,"Injury of median nerve at forearm level, left arm, initial encounter",,
icd:10:S59092A,disease,"Other physeal fracture of lower end of ulna, left arm, initial encounter for closed fracture",,
icd:10:S60222A,disease,"Contusion of left hand, initial encounter",,
icd:10:S60454A,disease,"Superficial foreign body of right ring finger, initial encounter",,
icd:10:S60522A,disease,"Blister (nonthermal) of left hand, initial encounter",,
icd:10:S60812A,disease,"Abrasion of left wrist, initial encounter",,
icd:10:S61001A,disease,"Unspecified open wound of right thumb without damage to nail, initial encounter",,
icd:10:S61051A,disease,"Open bite of right thumb without damage to nail, initial encounter",,
icd:10:S61211A,disease,"Laceration without foreign body of left index finger without damage to nail, initial encounter",,
icd:10:S61213A,disease,"Laceration without foreign body of left middle finger without damage to nail, initial encounter",,
icd:10:S61237A,disease,"Puncture wound without foreign body of left little finger without damage to nail, initial encounter",,
icd:10:S61250A,disease,"Open bite of right index finger without damage to nail, initial encounter",,
icd:10:S61251A,disease,"Open bite of left index finger without damage to nail, initial encounter",,
icd:10:S61253A,disease,"Open bite of left middle finger without damage to nail, initial encounter",,
icd:10:S61401A,disease,"Unspecified open wound of right hand, initial encounter",,
icd:10:S61432A,disease,"Puncture wound without foreign body of left hand, initial encounter",,
icd:10:S61451A,disease,"Open bite of right hand, initial encounter",,
icd:10:S61452A,disease,"Open bite of left hand, initial encounter",,
icd:10:S61459A,disease,"Open bite of unspecified hand, initial encounter",,
icd:10:S61522A,disease,"Laceration with foreign body of left wrist, initial encounter",,
icd:10:S62302A,disease,"Unspecified fracture of third metacarpal bone, right hand, initial encounter for closed fracture",,
icd:10:S62307A,disease,"Unspecified fracture of fifth metacarpal bone, left hand, initial encounter for closed fracture",,
icd:10:S62324B,disease,"Displaced fracture of shaft of fourth metacarpal bone, right hand, initial encounter for open fracture",,
icd:10:S62327A,disease,"Displaced fracture of shaft of fifth metacarpal bone, left hand, initial encounter for closed fracture",,
icd:10:S62327B,disease,"Displaced fracture of shaft of fifth metacarpal bone, left hand, initial encounter for open fracture",,
icd:10:S62331A,disease,"Displaced fracture of neck of second metacarpal bone, left hand, initial encounter for closed fracture",,
icd:10:S62392A,disease,"Other fracture of third metacarpal bone, right hand, initial encounter for closed fracture",,
icd:10:S62511A,disease,"Displaced fracture of proximal phalanx of right thumb, initial encounter for closed fracture",,
icd:10:S62512B,disease,"Displaced fracture of proximal phalanx of left thumb, initial encounter for open fracture",,
icd:10:S62521B,disease,"Displaced fracture of distal phalanx of right thumb, initial encounter for open fracture",,
icd:10:S62522B,disease,"Displaced fracture of distal phalanx of left thumb, initial encounter for open fracture",,
icd:10:S62613B,disease,"Displaced fracture of proximal phalanx of left middle finger, initial encounter for open fracture",,
icd:10:S62614A,disease,"Displaced fracture of proximal phalanx of right ring finger, initial encounter for closed fracture",,
icd:10:S62616A,disease,"Displaced fracture of proximal phalanx of right little finger, initial encounter for closed fracture",,
icd:10:S62626A,disease,"Displaced fracture of middle phalanx of right little finger, initial encounter for closed fracture",,
icd:10:S62631A,disease,"Displaced fracture of distal phalanx of left index finger, initial encounter for closed fracture",,
icd:10:S62633B,disease,"Displaced fracture of distal phalanx of left middle finger, initial encounter for open fracture",,
icd:10:S62634A,disease,"Displaced fracture of distal phalanx of right ring finger, initial encounter for closed fracture",,
icd:10:S62635B,disease,"Displaced fracture of distal phalanx of left ring finger, initial encounter for open fracture",,
icd:10:S63022A,disease,"Subluxation of radiocarpal joint of left wrist, initial encounter",,
icd:10:S63024A,disease,"Dislocation of radiocarpal joint of right wrist, initial encounter",,
icd:10:S63064A,disease,"Dislocation of metacarpal (bone), proximal end of right hand, initial encounter",,
icd:10:S63124A,disease,"Dislocation of interphalangeal joint of right thumb, initial encounter",,
icd:10:S6401XA,disease,"Injury of ulnar nerve at wrist and hand level of right arm, initial encounter",,
icd:10:S6422XA,disease,"Injury of radial nerve at wrist and hand level of left arm, initial encounter",,
icd:10:S64491A,disease,"Injury of digital nerve of left index finger, initial encounter",,
icd:10:S65111A,disease,"Laceration of radial artery at wrist and hand level of right arm, initial encounter",,
icd:10:S66022A,disease,"Laceration of long flexor muscle, fascia and tendon of left thumb at wrist and hand level, initial encounter",,
icd:10:S66822A,disease,"Laceration of other specified muscles, fascia and tendons at wrist and hand level, left hand, initial encounter",,
icd:10:S6722XA,disease,"Crushing injury of left hand, initial encounter",,
icd:10:S68113A,disease,"Complete traumatic metacarpophalangeal amputation of left middle finger, initial encounter",,
icd:10:S68120A,disease,"Partial traumatic metacarpophalangeal amputation of right index finger, initial encounter",,
icd:10:S68123A,disease,"Partial traumatic metacarpophalangeal amputation of left middle finger, initial encounter",,
icd:10:S68127A,disease,"Partial traumatic metacarpophalangeal amputation of left little finger, initial encounter",,
icd:10:S68620A,disease,"Partial traumatic transphalangeal amputation of right index finger, initial encounter",,
icd:10:S68621A,disease,"Partial traumatic transphalangeal amputation of left index finger, initial encounter",,
icd:10:S68624A,disease,"Partial traumatic transphalangeal amputation of right ring finger, initial encounter",,
icd:10:S68625A,disease,"Partial traumatic transphalangeal amputation of left ring finger, initial encounter",,
icd:10:S68626A,disease,"Partial traumatic transphalangeal amputation of right little finger, initial encounter",,
icd:10:S7001XA,disease,"Contusion of right hip, initial encounter",,
icd:10:S7002XA,disease,"Contusion of left hip, initial encounter",,
icd:10:S7011XA,disease,"Contusion of right thigh, initial encounter",,
icd:10:S7012XA,disease,"Contusion of left thigh, initial encounter",,
icd:10:S7012XD,disease,"Contusion of left thigh, subsequent encounter",,
icd:10:S70312A,disease,"Abrasion, left thigh, initial encounter",,
icd:10:S71051A,disease,"Open bite, right hip, initial encounter",,
icd:10:S71102S,disease,"Unspecified open wound, left thigh, sequela",,
icd:10:S71111A,disease,"Laceration without foreign body, right thigh, initial encounter",,
icd:10:S72001A,disease,"Fracture of unspecified part of neck of right femur, initial encounter for closed fracture",,
icd:10:S72001K,disease,"Fracture of unspecified part of neck of right femur, subsequent encounter for closed fracture with nonunion",,
icd:10:S72002A,disease,"Fracture of unspecified part of neck of left femur, initial encounter for closed fracture",,
icd:10:S72002G,disease,"Fracture of unspecified part of neck of left femur, subsequent encounter for closed fracture with delayed healing",,
icd:10:S72002K,disease,"Fracture of unspecified part of neck of left femur, subsequent encounter for closed fracture with nonunion",,
icd:10:S72011A,disease,"Unspecified intracapsular fracture of right femur, initial encounter for closed fracture",,
icd:10:S72012A,disease,"Unspecified intracapsular fracture of left femur, initial encounter for closed fracture",,
icd:10:S72031A,disease,"Displaced midcervical fracture of right femur, initial encounter for closed fracture",,
icd:10:S72032A,disease,"Displaced midcervical fracture of left femur, initial encounter for closed fracture",,
icd:10:S72035A,disease,"Nondisplaced midcervical fracture of left femur, initial encounter for closed fracture",,
icd:10:S72041A,disease,"Displaced fracture of base of neck of right femur, initial encounter for closed fracture",,
icd:10:S72042A,disease,"Displaced fracture of base of neck of left femur, initial encounter for closed fracture",,
icd:10:S72051A,disease,"Unspecified fracture of head of right femur, initial encounter for closed fracture",,
icd:10:S72091A,disease,"Other fracture of head and neck of right femur, initial encounter for closed fracture",,
icd:10:S72092A,disease,"Other fracture of head and neck of left femur, initial encounter for closed fracture",,
icd:10:S72101A,disease,"Unspecified trochanteric fracture of right femur, initial encounter for closed fracture",,
icd:10:S72102A,disease,"Unspecified trochanteric fracture of left femur, initial encounter for closed fracture",,
icd:10:S72111A,disease,"Displaced fracture of greater trochanter of right femur, initial encounter for closed fracture",,
icd:10:S72112A,disease,"Displaced fracture of greater trochanter of left femur, initial encounter for closed fracture",,
icd:10:S72114A,disease,"Nondisplaced fracture of greater trochanter of right femur, initial encounter for closed fracture",,
icd:10:S72115A,disease,"Nondisplaced fracture of greater trochanter of left femur, initial encounter for closed fracture",,
icd:10:S72122A,disease,"Displaced fracture of lesser trochanter of left femur, initial encounter for closed fracture",,
icd:10:S72141A,disease,"Displaced intertrochanteric fracture of right femur, initial encounter for closed fracture",,
icd:10:S72141G,disease,"Displaced intertrochanteric fracture of right femur, subsequent encounter for closed fracture with delayed healing",,
icd:10:S72141K,disease,"Displaced intertrochanteric fracture of right femur, subsequent encounter for closed fracture with nonunion",,
icd:10:S72142A,disease,"Displaced intertrochanteric fracture of left femur, initial encounter for closed fracture",,
icd:10:S72142K,disease,"Displaced intertrochanteric fracture of left femur, subsequent encounter for closed fracture with nonunion",,
icd:10:S72144A,disease,"Nondisplaced intertrochanteric fracture of right femur, initial encounter for closed fracture",,
icd:10:S72145A,disease,"Nondisplaced intertrochanteric fracture of left femur, initial encounter for closed fracture",,
icd:10:S7221XA,disease,"Displaced subtrochanteric fracture of right femur, initial encounter for closed fracture",,
icd:10:S7221XK,disease,"Displaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with nonunion",,
icd:10:S7222XA,disease,"Displaced subtrochanteric fracture of left femur, initial encounter for closed fracture",,
icd:10:S7224XA,disease,"Nondisplaced subtrochanteric fracture of right femur, initial encounter for closed fracture",,
icd:10:S7225XA,disease,"Nondisplaced subtrochanteric fracture of left femur, initial encounter for closed fracture",,
icd:10:S72301A,disease,"Unspecified fracture of shaft of right femur, initial encounter for closed fracture",,
icd:10:S72301K,disease,"Unspecified fracture of shaft of right femur, subsequent encounter for closed fracture with nonunion",,
icd:10:S72302A,disease,"Unspecified fracture of shaft of left femur, initial encounter for closed fracture",,
icd:10:S72302K,disease,"Unspecified fracture of shaft of left femur, subsequent encounter for closed fracture with nonunion",,
icd:10:S72321A,disease,"Displaced transverse fracture of shaft of right femur, initial encounter for closed fracture",,
icd:10:S72322A,disease,"Displaced transverse fracture of shaft of left femur, initial encounter for closed fracture",,
icd:10:S72331A,disease,"Displaced oblique fracture of shaft of right femur, initial encounter for closed fracture",,
icd:10:S72332A,disease,"Displaced oblique fracture of shaft of left femur, initial encounter for closed fracture",,
icd:10:S72334A,disease,"Nondisplaced oblique fracture of shaft of right femur, initial encounter for closed fracture",,
icd:10:S72341A,disease,"Displaced spiral fracture of shaft of right femur, initial encounter for closed fracture",,
icd:10:S72342A,disease,"Displaced spiral fracture of shaft of left femur, initial encounter for closed fracture",,
icd:10:S72351A,disease,"Displaced comminuted fracture of shaft of right femur, initial encounter for closed fracture",,
icd:10:S72352A,disease,"Displaced comminuted fracture of shaft of left femur, initial encounter for closed fracture",,
icd:10:S72352B,disease,"Displaced comminuted fracture of shaft of left femur, initial encounter for open fracture type I or II",,
icd:10:S72361A,disease,"Displaced segmental fracture of shaft of right femur, initial encounter for closed fracture",,
icd:10:S72362A,disease,"Displaced segmental fracture of shaft of left femur, initial encounter for closed fracture",,
icd:10:S72391A,disease,"Other fracture of shaft of right femur, initial encounter for closed fracture",,
icd:10:S72392A,disease,"Other fracture of shaft of left femur, initial encounter for closed fracture",,
icd:10:S72401A,disease,"Unspecified fracture of lower end of right femur, initial encounter for closed fracture",,
icd:10:S72401B,disease,"Unspecified fracture of lower end of right femur, initial encounter for open fracture type I or II",,
icd:10:S72402A,disease,"Unspecified fracture of lower end of left femur, initial encounter for closed fracture",,
icd:10:S72402B,disease,"Unspecified fracture of lower end of left femur, initial encounter for open fracture type I or II",,
icd:10:S72402K,disease,"Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with nonunion",,
icd:10:S72411A,disease,"Displaced unspecified condyle fracture of lower end of right femur, initial encounter for closed fracture",,
icd:10:S72421A,disease,"Displaced fracture of lateral condyle of right femur, initial encounter for closed fracture",,
icd:10:S72422A,disease,"Displaced fracture of lateral condyle of left femur, initial encounter for closed fracture",,
icd:10:S72422B,disease,"Displaced fracture of lateral condyle of left femur, initial encounter for open fracture type I or II",,
icd:10:S72432A,disease,"Displaced fracture of medial condyle of left femur, initial encounter for closed fracture",,
icd:10:S72434A,disease,"Nondisplaced fracture of medial condyle of right femur, initial encounter for closed fracture",,
icd:10:S72435A,disease,"Nondisplaced fracture of medial condyle of left femur, initial encounter for closed fracture",,
icd:10:S72441A,disease,"Displaced fracture of lower epiphysis (separation) of right femur, initial encounter for closed fracture",,
icd:10:S72451A,disease,"Displaced supracondylar fracture without intracondylar extension of lower end of right femur, initial encounter for closed fracture",,
icd:10:S72451B,disease,"Displaced supracondylar fracture without intracondylar extension of lower end of right femur, initial encounter for open fracture type I or II",,
icd:10:S72451K,disease,"Displaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for closed fracture with nonunion",,
icd:10:S72452A,disease,"Displaced supracondylar fracture without intracondylar extension of lower end of left femur, initial encounter for closed fracture",,
icd:10:S72452K,disease,"Displaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with nonunion",,
icd:10:S72461A,disease,"Displaced supracondylar fracture with intracondylar extension of lower end of right femur, initial encounter for closed fracture",,
icd:10:S72462A,disease,"Displaced supracondylar fracture with intracondylar extension of lower end of left femur, initial encounter for closed fracture",,
icd:10:S72491A,disease,"Other fracture of lower end of right femur, initial encounter for closed fracture",,
icd:10:S72491M,disease,"Other fracture of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion",,
icd:10:S72492A,disease,"Other fracture of lower end of left femur, initial encounter for closed fracture",,
icd:10:S72492B,disease,"Other fracture of lower end of left femur, initial encounter for open fracture type I or II",,
icd:10:S72492K,disease,"Other fracture of lower end of left femur, subsequent encounter for closed fracture with nonunion",,
icd:10:S728X1A,disease,"Other fracture of right femur, initial encounter for closed fracture",,
icd:10:S728X2A,disease,"Other fracture of left femur, initial encounter for closed fracture",,
icd:10:S7291XA,disease,"Unspecified fracture of right femur, initial encounter for closed fracture",,
icd:10:S7292XA,disease,"Unspecified fracture of left femur, initial encounter for closed fracture",,
icd:10:S73001A,disease,"Unspecified subluxation of right hip, initial encounter",,
icd:10:S73005A,disease,"Unspecified dislocation of left hip, initial encounter",,
icd:10:S73191A,disease,"Other sprain of right hip, initial encounter",,
icd:10:S76011A,disease,"Strain of muscle, fascia and tendon of right hip, initial encounter",,
icd:10:S76012A,disease,"Strain of muscle, fascia and tendon of left hip, initial encounter",,
icd:10:S76111A,disease,"Strain of right quadriceps muscle, fascia and tendon, initial encounter",,
icd:10:S76112A,disease,"Strain of left quadriceps muscle, fascia and tendon, initial encounter",,
icd:10:S76121A,disease,"Laceration of right quadriceps muscle, fascia and tendon, initial encounter",,
icd:10:S76192A,disease,"Other specified injury of left quadriceps muscle, fascia and tendon, initial encounter",,
icd:10:S76211A,disease,"Strain of adductor muscle, fascia and tendon of right thigh, initial encounter",,
icd:10:S76811A,disease,"Strain of other specified muscles, fascia and tendons at thigh level, right thigh, initial encounter",,
icd:10:S76912A,disease,"Strain of unspecified muscles, fascia and tendons at thigh level, left thigh, initial encounter",,
icd:10:S8001XA,disease,"Contusion of right knee, initial encounter",,
icd:10:S8002XA,disease,"Contusion of left knee, initial encounter",,
icd:10:S8011XA,disease,"Contusion of right lower leg, initial encounter",,
icd:10:S8012XA,disease,"Contusion of left lower leg, initial encounter",,
icd:10:S80212A,disease,"Abrasion, left knee, initial encounter",,
icd:10:S80811A,disease,"Abrasion, right lower leg, initial encounter",,
icd:10:S80812D,disease,"Abrasion, left lower leg, subsequent encounter",,
icd:10:S80862A,disease,"Insect bite (nonvenomous), left lower leg, initial encounter",,
icd:10:S80872A,disease,"Other superficial bite, left lower leg, initial encounter",,
icd:10:S81001A,disease,"Unspecified open wound, right knee, initial encounter",,
icd:10:S81011A,disease,"Laceration without foreign body, right knee, initial encounter",,
icd:10:S81012A,disease,"Laceration without foreign body, left knee, initial encounter",,
icd:10:S81042A,disease,"Puncture wound with foreign body, left knee, initial encounter",,
icd:10:S81801A,disease,"Unspecified open wound, right lower leg, initial encounter",,
icd:10:S81802A,disease,"Unspecified open wound, left lower leg, initial encounter",,
icd:10:S81802D,disease,"Unspecified open wound, left lower leg, subsequent encounter",,
icd:10:S81811A,disease,"Laceration without foreign body, right lower leg, initial encounter",,
icd:10:S81812A,disease,"Laceration without foreign body, left lower leg, initial encounter",,
icd:10:S82001A,disease,"Unspecified fracture of right patella, initial encounter for closed fracture",,
icd:10:S82002A,disease,"Unspecified fracture of left patella, initial encounter for closed fracture",,
icd:10:S82002B,disease,"Unspecified fracture of left patella, initial encounter for open fracture type I or II",,
icd:10:S82002K,disease,"Unspecified fracture of left patella, subsequent encounter for closed fracture with nonunion",,
icd:10:S82031A,disease,"Displaced transverse fracture of right patella, initial encounter for closed fracture",,
icd:10:S82032A,disease,"Displaced transverse fracture of left patella, initial encounter for closed fracture",,
icd:10:S82032B,disease,"Displaced transverse fracture of left patella, initial encounter for open fracture type I or II",,
icd:10:S82041A,disease,"Displaced comminuted fracture of right patella, initial encounter for closed fracture",,
icd:10:S82042A,disease,"Displaced comminuted fracture of left patella, initial encounter for closed fracture",,
icd:10:S82042B,disease,"Displaced comminuted fracture of left patella, initial encounter for open fracture type I or II",,
icd:10:S82042K,disease,"Displaced comminuted fracture of left patella, subsequent encounter for closed fracture with nonunion",,
icd:10:S82045A,disease,"Nondisplaced comminuted fracture of left patella, initial encounter for closed fracture",,
icd:10:S82091A,disease,"Other fracture of right patella, initial encounter for closed fracture",,
icd:10:S82101A,disease,"Unspecified fracture of upper end of right tibia, initial encounter for closed fracture",,
icd:10:S82101P,disease,"Unspecified fracture of upper end of right tibia, subsequent encounter for closed fracture with malunion",,
icd:10:S82102A,disease,"Unspecified fracture of upper end of left tibia, initial encounter for closed fracture",,
icd:10:S82102M,disease,"Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type I or II with nonunion",,
icd:10:S82121A,disease,"Displaced fracture of lateral condyle of right tibia, initial encounter for closed fracture",,
icd:10:S82122A,disease,"Displaced fracture of lateral condyle of left tibia, initial encounter for closed fracture",,
icd:10:S82141A,disease,"Displaced bicondylar fracture of right tibia, initial encounter for closed fracture",,
icd:10:S82141B,disease,"Displaced bicondylar fracture of right tibia, initial encounter for open fracture type I or II",,
icd:10:S82141D,disease,"Displaced bicondylar fracture of right tibia, subsequent encounter for closed fracture with routine healing",,
icd:10:S82142A,disease,"Displaced bicondylar fracture of left tibia, initial encounter for closed fracture",,
icd:10:S82142C,disease,"Displaced bicondylar fracture of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",,
icd:10:S82142D,disease,"Displaced bicondylar fracture of left tibia, subsequent encounter for closed fracture with routine healing",,
icd:10:S82142N,disease,"Displaced bicondylar fracture of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",,
icd:10:S82142P,disease,"Displaced bicondylar fracture of left tibia, subsequent encounter for closed fracture with malunion",,
icd:10:S82144A,disease,"Nondisplaced bicondylar fracture of right tibia, initial encounter for closed fracture",,
icd:10:S82145A,disease,"Nondisplaced bicondylar fracture of left tibia, initial encounter for closed fracture",,
icd:10:S82151A,disease,"Displaced fracture of right tibial tuberosity, initial encounter for closed fracture",,
icd:10:S82152A,disease,"Displaced fracture of left tibial tuberosity, initial encounter for closed fracture",,
icd:10:S82191C,disease,"Other fracture of upper end of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",,
icd:10:S82192A,disease,"Other fracture of upper end of left tibia, initial encounter for closed fracture",,
icd:10:S82201A,disease,"Unspecified fracture of shaft of right tibia, initial encounter for closed fracture",,
icd:10:S82201B,disease,"Unspecified fracture of shaft of right tibia, initial encounter for open fracture type I or II",,
icd:10:S82202A,disease,"Unspecified fracture of shaft of left tibia, initial encounter for closed fracture",,
icd:10:S82202B,disease,"Unspecified fracture of shaft of left tibia, initial encounter for open fracture type I or II",,
icd:10:S82202K,disease,"Unspecified fracture of shaft of left tibia, subsequent encounter for closed fracture with nonunion",,
icd:10:S82221A,disease,"Displaced transverse fracture of shaft of right tibia, initial encounter for closed fracture",,
icd:10:S82231A,disease,"Displaced oblique fracture of shaft of right tibia, initial encounter for closed fracture",,
icd:10:S82232A,disease,"Displaced oblique fracture of shaft of left tibia, initial encounter for closed fracture",,
icd:10:S82241A,disease,"Displaced spiral fracture of shaft of right tibia, initial encounter for closed fracture",,
icd:10:S82242A,disease,"Displaced spiral fracture of shaft of left tibia, initial encounter for closed fracture",,
icd:10:S82245A,disease,"Nondisplaced spiral fracture of shaft of left tibia, initial encounter for closed fracture",,
icd:10:S82251A,disease,"Displaced comminuted fracture of shaft of right tibia, initial encounter for closed fracture",,
icd:10:S82251B,disease,"Displaced comminuted fracture of shaft of right tibia, initial encounter for open fracture type I or II",,
icd:10:S82251C,disease,"Displaced comminuted fracture of shaft of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",,
icd:10:S82252A,disease,"Displaced comminuted fracture of shaft of left tibia, initial encounter for closed fracture",,
icd:10:S82252C,disease,"Displaced comminuted fracture of shaft of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",,
icd:10:S82291A,disease,"Other fracture of shaft of right tibia, initial encounter for closed fracture",,
icd:10:S82301A,disease,"Unspecified fracture of lower end of right tibia, initial encounter for closed fracture",,
icd:10:S82301C,disease,"Unspecified fracture of lower end of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",,
icd:10:S82301K,disease,"Unspecified fracture of lower end of right tibia, subsequent encounter for closed fracture with nonunion",,
icd:10:S82301M,disease,"Unspecified fracture of lower end of right tibia, subsequent encounter for open fracture type I or II with nonunion",,
icd:10:S82301P,disease,"Unspecified fracture of lower end of right tibia, subsequent encounter for closed fracture with malunion",,
icd:10:S82302A,disease,"Unspecified fracture of lower end of left tibia, initial encounter for closed fracture",,
icd:10:S82302B,disease,"Unspecified fracture of lower end of left tibia, initial encounter for open fracture type I or II",,
icd:10:S82302C,disease,"Unspecified fracture of lower end of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",,
icd:10:S82302K,disease,"Unspecified fracture of lower end of left tibia, subsequent encounter for closed fracture with nonunion",,
icd:10:S82302M,disease,"Unspecified fracture of lower end of left tibia, subsequent encounter for open fracture type I or II with nonunion",,
icd:10:S82391A,disease,"Other fracture of lower end of right tibia, initial encounter for closed fracture",,
icd:10:S82391B,disease,"Other fracture of lower end of right tibia, initial encounter for open fracture type I or II",,
icd:10:S82392A,disease,"Other fracture of lower end of left tibia, initial encounter for closed fracture",,
icd:10:S82401A,disease,"Unspecified fracture of shaft of right fibula, initial encounter for closed fracture",,
icd:10:S82402A,disease,"Unspecified fracture of shaft of left fibula, initial encounter for closed fracture",,
icd:10:S82422A,disease,"Displaced transverse fracture of shaft of left fibula, initial encounter for closed fracture",,
icd:10:S82431A,disease,"Displaced oblique fracture of shaft of right fibula, initial encounter for closed fracture",,
icd:10:S82432A,disease,"Displaced oblique fracture of shaft of left fibula, initial encounter for closed fracture",,
icd:10:S82451B,disease,"Displaced comminuted fracture of shaft of right fibula, initial encounter for open fracture type I or II",,
icd:10:S82452A,disease,"Displaced comminuted fracture of shaft of left fibula, initial encounter for closed fracture",,
icd:10:S82492A,disease,"Other fracture of shaft of left fibula, initial encounter for closed fracture",,
icd:10:S8251XA,disease,"Displaced fracture of medial malleolus of right tibia, initial encounter for closed fracture",,
icd:10:S8251XB,disease,"Displaced fracture of medial malleolus of right tibia, initial encounter for open fracture type I or II",,
icd:10:S8252XA,disease,"Displaced fracture of medial malleolus of left tibia, initial encounter for closed fracture",,
icd:10:S8252XB,disease,"Displaced fracture of medial malleolus of left tibia, initial encounter for open fracture type I or II",,
icd:10:S8254XA,disease,"Nondisplaced fracture of medial malleolus of right tibia, initial encounter for closed fracture",,
icd:10:S8261XA,disease,"Displaced fracture of lateral malleolus of right fibula, initial encounter for closed fracture",,
icd:10:S8261XK,disease,"Displaced fracture of lateral malleolus of right fibula, subsequent encounter for closed fracture with nonunion",,
icd:10:S8262XA,disease,"Displaced fracture of lateral malleolus of left fibula, initial encounter for closed fracture",,
icd:10:S8262XC,disease,"Displaced fracture of lateral malleolus of left fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC",,
icd:10:S82831A,disease,"Other fracture of upper and lower end of right fibula, initial encounter for closed fracture",,
icd:10:S82831B,disease,"Other fracture of upper and lower end of right fibula, initial encounter for open fracture type I or II",,
icd:10:S82832A,disease,"Other fracture of upper and lower end of left fibula, initial encounter for closed fracture",,
icd:10:S82841A,disease,"Displaced bimalleolar fracture of right lower leg, initial encounter for closed fracture",,
icd:10:S82841B,disease,"Displaced bimalleolar fracture of right lower leg, initial encounter for open fracture type I or II",,
icd:10:S82842A,disease,"Displaced bimalleolar fracture of left lower leg, initial encounter for closed fracture",,
icd:10:S82842B,disease,"Displaced bimalleolar fracture of left lower leg, initial encounter for open fracture type I or II",,
icd:10:S82844A,disease,"Nondisplaced bimalleolar fracture of right lower leg, initial encounter for closed fracture",,
