disease_name,disease_id,entity_id,drug_name,pmid_count,pmids
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,Lacosamide,10,31853958 32524876 33998660 34925202 35151192 36545476 36577407 37210552 38264091 40911961
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,Lacosamide,10,31853958 32524876 33998660 34925202 35151192 36545476 36577407 37210552 38264091 40911961
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,Lacosamide,10,31853958 32524876 33998660 34925202 35151192 36545476 36577407 37210552 38264091 40911961
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,Lacosamide,10,31853958 32524876 33998660 34925202 35151192 36545476 36577407 37210552 38264091 40911961
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,Lacosamide,10,31853958 32524876 33998660 34925202 35151192 36545476 36577407 37210552 38264091 40911961
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,Lacosamide,10,31853958 32524876 33998660 34925202 35151192 36545476 36577407 37210552 38264091 40911961
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Lacosamide,10,31853958 32524876 33998660 34925202 35151192 36545476 36577407 37210552 38264091 40911961
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,Lacosamide,10,31853958 32524876 33998660 34925202 35151192 36545476 36577407 37210552 38264091 40911961
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,Lacosamide,10,31853958 32524876 33998660 34925202 35151192 36545476 36577407 37210552 38264091 40911961
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy,perampanel,10,31901668 33940525 35770768 36397377 37059702 37185798 37371302 37376153 38093756 38497889
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,perampanel,10,31901668 33940525 35770768 36397377 37059702 37185798 37371302 37376153 38093756 38497889
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,perampanel,10,31901668 33940525 35770768 36397377 37059702 37185798 37371302 37376153 38093756 38497889
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,perampanel,10,31901668 33940525 35770768 36397377 37059702 37185798 37371302 37376153 38093756 38497889
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,perampanel,10,31901668 33940525 35770768 36397377 37059702 37185798 37371302 37376153 38093756 38497889
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,perampanel,10,31901668 33940525 35770768 36397377 37059702 37185798 37371302 37376153 38093756 38497889
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,perampanel,10,31901668 33940525 35770768 36397377 37059702 37185798 37371302 37376153 38093756 38497889
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,perampanel,10,31901668 33940525 35770768 36397377 37059702 37185798 37371302 37376153 38093756 38497889
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,perampanel,10,31901668 33940525 35770768 36397377 37059702 37185798 37371302 37376153 38093756 38497889
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,perampanel,10,31901668 33940525 35770768 36397377 37059702 37185798 37371302 37376153 38093756 38497889
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy,Gabapentin,10,10796785 15774213 23888424 33098162 34868714 35753090 36741623 39797335 40032575 40620234
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,Gabapentin,10,10796785 15774213 23888424 33098162 34868714 35753090 36741623 39797335 40032575 40620234
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,Gabapentin,10,10796785 15774213 23888424 33098162 34868714 35753090 36741623 39797335 40032575 40620234
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,Gabapentin,10,10796785 15774213 23888424 33098162 34868714 35753090 36741623 39797335 40032575 40620234
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,Gabapentin,10,10796785 15774213 23888424 33098162 34868714 35753090 36741623 39797335 40032575 40620234
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,Gabapentin,10,10796785 15774213 23888424 33098162 34868714 35753090 36741623 39797335 40032575 40620234
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,Gabapentin,10,10796785 15774213 23888424 33098162 34868714 35753090 36741623 39797335 40032575 40620234
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Gabapentin,10,10796785 15774213 23888424 33098162 34868714 35753090 36741623 39797335 40032575 40620234
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,Gabapentin,10,10796785 15774213 23888424 33098162 34868714 35753090 36741623 39797335 40032575 40620234
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,Gabapentin,10,10796785 15774213 23888424 33098162 34868714 35753090 36741623 39797335 40032575 40620234
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Rheumatoid,Methotrexate,10,32282749 32695560 33177812 33633825 34128886 35284067 35637840 35665233 35991879 36527156
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis,Methotrexate,10,32282749 32695560 33177812 33633825 34128886 35284067 35637840 35665233 35991879 36527156
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Psoriatic,Methotrexate,10,32282749 32695560 33177812 33633825 34128886 35284067 35637840 35665233 35991879 36527156
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Infectious,Methotrexate,10,32282749 32695560 33177812 33633825 34128886 35284067 35637840 35665233 35991879 36527156
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Juvenile,Methotrexate,10,32282749 32695560 33177812 33633825 34128886 35284067 35637840 35665233 35991879 36527156
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Osteoarthritis,Methotrexate,10,32282749 32695560 33177812 33633825 34128886 35284067 35637840 35665233 35991879 36527156
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Experimental,Methotrexate,10,32282749 32695560 33177812 33633825 34128886 35284067 35637840 35665233 35991879 36527156
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Reactive,Methotrexate,10,32282749 32695560 33177812 33633825 34128886 35284067 35637840 35665233 35991879 36527156
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Gouty,Methotrexate,10,32282749 32695560 33177812 33633825 34128886 35284067 35637840 35665233 35991879 36527156
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Sacroiliac,Methotrexate,10,32282749 32695560 33177812 33633825 34128886 35284067 35637840 35665233 35991879 36527156
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Rheumatoid,Infliximab,10,31734899 31939063 32216829 33324092 33442230 34417735 34644354 35046954 35673354 36624354
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis,Infliximab,10,31734899 31939063 32216829 33324092 33442230 34417735 34644354 35046954 35673354 36624354
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Psoriatic,Infliximab,10,31734899 31939063 32216829 33324092 33442230 34417735 34644354 35046954 35673354 36624354
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Infectious,Infliximab,10,31734899 31939063 32216829 33324092 33442230 34417735 34644354 35046954 35673354 36624354
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Juvenile,Infliximab,10,31734899 31939063 32216829 33324092 33442230 34417735 34644354 35046954 35673354 36624354
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Osteoarthritis,Infliximab,10,31734899 31939063 32216829 33324092 33442230 34417735 34644354 35046954 35673354 36624354
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Experimental,Infliximab,10,31734899 31939063 32216829 33324092 33442230 34417735 34644354 35046954 35673354 36624354
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Reactive,Infliximab,10,31734899 31939063 32216829 33324092 33442230 34417735 34644354 35046954 35673354 36624354
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Gouty,Infliximab,10,31734899 31939063 32216829 33324092 33442230 34417735 34644354 35046954 35673354 36624354
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Sacroiliac,Infliximab,10,31734899 31939063 32216829 33324092 33442230 34417735 34644354 35046954 35673354 36624354
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Rheumatoid,Adalimumab,10,31741182 32518895 33081825 34287248 34816388 34880764 35990692 36557052 37106411 37632666
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis,Adalimumab,10,31741182 32518895 33081825 34287248 34816388 34880764 35990692 36557052 37106411 37632666
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Psoriatic,Adalimumab,10,31741182 32518895 33081825 34287248 34816388 34880764 35990692 36557052 37106411 37632666
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Infectious,Adalimumab,10,31741182 32518895 33081825 34287248 34816388 34880764 35990692 36557052 37106411 37632666
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Juvenile,Adalimumab,10,31741182 32518895 33081825 34287248 34816388 34880764 35990692 36557052 37106411 37632666
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Osteoarthritis,Adalimumab,10,31741182 32518895 33081825 34287248 34816388 34880764 35990692 36557052 37106411 37632666
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Experimental,Adalimumab,10,31741182 32518895 33081825 34287248 34816388 34880764 35990692 36557052 37106411 37632666
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Reactive,Adalimumab,10,31741182 32518895 33081825 34287248 34816388 34880764 35990692 36557052 37106411 37632666
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Gouty,Adalimumab,10,31741182 32518895 33081825 34287248 34816388 34880764 35990692 36557052 37106411 37632666
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Sacroiliac,Adalimumab,10,31741182 32518895 33081825 34287248 34816388 34880764 35990692 36557052 37106411 37632666
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Rheumatoid,tocilizumab,10,31876844 32201660 33216287 33630272 34975837 35890412 36121851 36163436 36605577 38167226
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis,tocilizumab,10,31876844 32201660 33216287 33630272 34975837 35890412 36121851 36163436 36605577 38167226
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Psoriatic,tocilizumab,10,31876844 32201660 33216287 33630272 34975837 35890412 36121851 36163436 36605577 38167226
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Infectious,tocilizumab,10,31876844 32201660 33216287 33630272 34975837 35890412 36121851 36163436 36605577 38167226
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Juvenile,tocilizumab,10,31876844 32201660 33216287 33630272 34975837 35890412 36121851 36163436 36605577 38167226
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Osteoarthritis,tocilizumab,10,31876844 32201660 33216287 33630272 34975837 35890412 36121851 36163436 36605577 38167226
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Experimental,tocilizumab,10,31876844 32201660 33216287 33630272 34975837 35890412 36121851 36163436 36605577 38167226
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Reactive,tocilizumab,10,31876844 32201660 33216287 33630272 34975837 35890412 36121851 36163436 36605577 38167226
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Gouty,tocilizumab,10,31876844 32201660 33216287 33630272 34975837 35890412 36121851 36163436 36605577 38167226
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Sacroiliac,tocilizumab,10,31876844 32201660 33216287 33630272 34975837 35890412 36121851 36163436 36605577 38167226
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Rheumatoid,Rituximab,10,32051458 32080104 32982498 33738492 33995789 34538950 34778324 36555933 36922417 37264414
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis,Rituximab,10,32051458 32080104 32982498 33738492 33995789 34538950 34778324 36555933 36922417 37264414
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Psoriatic,Rituximab,10,32051458 32080104 32982498 33738492 33995789 34538950 34778324 36555933 36922417 37264414
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Infectious,Rituximab,10,32051458 32080104 32982498 33738492 33995789 34538950 34778324 36555933 36922417 37264414
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Juvenile,Rituximab,10,32051458 32080104 32982498 33738492 33995789 34538950 34778324 36555933 36922417 37264414
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Osteoarthritis,Rituximab,10,32051458 32080104 32982498 33738492 33995789 34538950 34778324 36555933 36922417 37264414
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Experimental,Rituximab,10,32051458 32080104 32982498 33738492 33995789 34538950 34778324 36555933 36922417 37264414
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Reactive,Rituximab,10,32051458 32080104 32982498 33738492 33995789 34538950 34778324 36555933 36922417 37264414
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Gouty,Rituximab,10,32051458 32080104 32982498 33738492 33995789 34538950 34778324 36555933 36922417 37264414
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Sacroiliac,Rituximab,10,32051458 32080104 32982498 33738492 33995789 34538950 34778324 36555933 36922417 37264414
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Rheumatoid,Leflunomide,10,32336980 34055402 34955646 35115601 36226244 36555933 36661254 37624868 37626711 37744384
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis,Leflunomide,10,32336980 34055402 34955646 35115601 36226244 36555933 36661254 37624868 37626711 37744384
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Psoriatic,Leflunomide,10,32336980 34055402 34955646 35115601 36226244 36555933 36661254 37624868 37626711 37744384
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Infectious,Leflunomide,10,32336980 34055402 34955646 35115601 36226244 36555933 36661254 37624868 37626711 37744384
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Juvenile,Leflunomide,10,32336980 34055402 34955646 35115601 36226244 36555933 36661254 37624868 37626711 37744384
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Osteoarthritis,Leflunomide,10,32336980 34055402 34955646 35115601 36226244 36555933 36661254 37624868 37626711 37744384
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Experimental,Leflunomide,10,32336980 34055402 34955646 35115601 36226244 36555933 36661254 37624868 37626711 37744384
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Reactive,Leflunomide,10,32336980 34055402 34955646 35115601 36226244 36555933 36661254 37624868 37626711 37744384
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Gouty,Leflunomide,10,32336980 34055402 34955646 35115601 36226244 36555933 36661254 37624868 37626711 37744384
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Sacroiliac,Leflunomide,10,32336980 34055402 34955646 35115601 36226244 36555933 36661254 37624868 37626711 37744384
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Rheumatoid,Sulfasalazine,10,30676812 32637543 33295736 34202859 34789625 35056068 35264509 37291382 38226012 39463872
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis,Sulfasalazine,10,30676812 32637543 33295736 34202859 34789625 35056068 35264509 37291382 38226012 39463872
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Psoriatic,Sulfasalazine,10,30676812 32637543 33295736 34202859 34789625 35056068 35264509 37291382 38226012 39463872
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Infectious,Sulfasalazine,10,30676812 32637543 33295736 34202859 34789625 35056068 35264509 37291382 38226012 39463872
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Juvenile,Sulfasalazine,10,30676812 32637543 33295736 34202859 34789625 35056068 35264509 37291382 38226012 39463872
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Osteoarthritis,Sulfasalazine,10,30676812 32637543 33295736 34202859 34789625 35056068 35264509 37291382 38226012 39463872
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Experimental,Sulfasalazine,10,30676812 32637543 33295736 34202859 34789625 35056068 35264509 37291382 38226012 39463872
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Reactive,Sulfasalazine,10,30676812 32637543 33295736 34202859 34789625 35056068 35264509 37291382 38226012 39463872
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Gouty,Sulfasalazine,10,30676812 32637543 33295736 34202859 34789625 35056068 35264509 37291382 38226012 39463872
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Sacroiliac,Sulfasalazine,10,30676812 32637543 33295736 34202859 34789625 35056068 35264509 37291382 38226012 39463872
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Rheumatoid,tofacitinib,10,34334801 34870800 34921355 34973077 35737642 36620821 36939701 37360417 37510940 38178250
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis,tofacitinib,10,34334801 34870800 34921355 34973077 35737642 36620821 36939701 37360417 37510940 38178250
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Psoriatic,tofacitinib,10,34334801 34870800 34921355 34973077 35737642 36620821 36939701 37360417 37510940 38178250
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Infectious,tofacitinib,10,34334801 34870800 34921355 34973077 35737642 36620821 36939701 37360417 37510940 38178250
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Juvenile,tofacitinib,10,34334801 34870800 34921355 34973077 35737642 36620821 36939701 37360417 37510940 38178250
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Osteoarthritis,tofacitinib,10,34334801 34870800 34921355 34973077 35737642 36620821 36939701 37360417 37510940 38178250
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Experimental,tofacitinib,10,34334801 34870800 34921355 34973077 35737642 36620821 36939701 37360417 37510940 38178250
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Reactive,tofacitinib,10,34334801 34870800 34921355 34973077 35737642 36620821 36939701 37360417 37510940 38178250
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Gouty,tofacitinib,10,34334801 34870800 34921355 34973077 35737642 36620821 36939701 37360417 37510940 38178250
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Sacroiliac,tofacitinib,10,34334801 34870800 34921355 34973077 35737642 36620821 36939701 37360417 37510940 38178250
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Rheumatoid,Penicillamine,10,320736 32458537 34259127 34625257 35191669 36565232 393102 40192915 40580675 4119980
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis,Penicillamine,10,320736 32458537 34259127 34625257 35191669 36565232 393102 40192915 40580675 4119980
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Psoriatic,Penicillamine,10,320736 32458537 34259127 34625257 35191669 36565232 393102 40192915 40580675 4119980
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Infectious,Penicillamine,10,320736 32458537 34259127 34625257 35191669 36565232 393102 40192915 40580675 4119980
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Juvenile,Penicillamine,10,320736 32458537 34259127 34625257 35191669 36565232 393102 40192915 40580675 4119980
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Osteoarthritis,Penicillamine,10,320736 32458537 34259127 34625257 35191669 36565232 393102 40192915 40580675 4119980
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Experimental,Penicillamine,10,320736 32458537 34259127 34625257 35191669 36565232 393102 40192915 40580675 4119980
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Reactive,Penicillamine,10,320736 32458537 34259127 34625257 35191669 36565232 393102 40192915 40580675 4119980
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Gouty,Penicillamine,10,320736 32458537 34259127 34625257 35191669 36565232 393102 40192915 40580675 4119980
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Sacroiliac,Penicillamine,10,320736 32458537 34259127 34625257 35191669 36565232 393102 40192915 40580675 4119980
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Rheumatoid,Hydroxychloroquine,10,32999492 33367863 33868251 33973403 34113254 34632395 34715924 34765383 35232849 35645589
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis,Hydroxychloroquine,10,32999492 33367863 33868251 33973403 34113254 34632395 34715924 34765383 35232849 35645589
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Psoriatic,Hydroxychloroquine,10,32999492 33367863 33868251 33973403 34113254 34632395 34715924 34765383 35232849 35645589
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Infectious,Hydroxychloroquine,10,32999492 33367863 33868251 33973403 34113254 34632395 34715924 34765383 35232849 35645589
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Juvenile,Hydroxychloroquine,10,32999492 33367863 33868251 33973403 34113254 34632395 34715924 34765383 35232849 35645589
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Osteoarthritis,Hydroxychloroquine,10,32999492 33367863 33868251 33973403 34113254 34632395 34715924 34765383 35232849 35645589
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Experimental,Hydroxychloroquine,10,32999492 33367863 33868251 33973403 34113254 34632395 34715924 34765383 35232849 35645589
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Reactive,Hydroxychloroquine,10,32999492 33367863 33868251 33973403 34113254 34632395 34715924 34765383 35232849 35645589
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Gouty,Hydroxychloroquine,10,32999492 33367863 33868251 33973403 34113254 34632395 34715924 34765383 35232849 35645589
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Sacroiliac,Hydroxychloroquine,10,32999492 33367863 33868251 33973403 34113254 34632395 34715924 34765383 35232849 35645589
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Rheumatoid,Methotrexate,10,32066940 32552859 33752685 35050146 35148758 35783325 36296709 37446715 37475055 40378318
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis,Methotrexate,10,32066940 32552859 33752685 35050146 35148758 35783325 36296709 37446715 37475055 40378318
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Psoriatic,Methotrexate,10,32066940 32552859 33752685 35050146 35148758 35783325 36296709 37446715 37475055 40378318
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Infectious,Methotrexate,10,32066940 32552859 33752685 35050146 35148758 35783325 36296709 37446715 37475055 40378318
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Juvenile,Methotrexate,10,32066940 32552859 33752685 35050146 35148758 35783325 36296709 37446715 37475055 40378318
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Osteoarthritis,Methotrexate,10,32066940 32552859 33752685 35050146 35148758 35783325 36296709 37446715 37475055 40378318
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Experimental,Methotrexate,10,32066940 32552859 33752685 35050146 35148758 35783325 36296709 37446715 37475055 40378318
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Reactive,Methotrexate,10,32066940 32552859 33752685 35050146 35148758 35783325 36296709 37446715 37475055 40378318
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Gouty,Methotrexate,10,32066940 32552859 33752685 35050146 35148758 35783325 36296709 37446715 37475055 40378318
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Sacroiliac,Methotrexate,10,32066940 32552859 33752685 35050146 35148758 35783325 36296709 37446715 37475055 40378318
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Rheumatoid,Steroids,10,32132215 32150095 34694056 35640967 35642215 37256145 37360645 37751979 38264842 40737050
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis,Steroids,10,32132215 32150095 34694056 35640967 35642215 37256145 37360645 37751979 38264842 40737050
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Psoriatic,Steroids,10,32132215 32150095 34694056 35640967 35642215 37256145 37360645 37751979 38264842 40737050
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Infectious,Steroids,10,32132215 32150095 34694056 35640967 35642215 37256145 37360645 37751979 38264842 40737050
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Juvenile,Steroids,10,32132215 32150095 34694056 35640967 35642215 37256145 37360645 37751979 38264842 40737050
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Osteoarthritis,Steroids,10,32132215 32150095 34694056 35640967 35642215 37256145 37360645 37751979 38264842 40737050
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Experimental,Steroids,10,32132215 32150095 34694056 35640967 35642215 37256145 37360645 37751979 38264842 40737050
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Reactive,Steroids,10,32132215 32150095 34694056 35640967 35642215 37256145 37360645 37751979 38264842 40737050
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Gouty,Steroids,10,32132215 32150095 34694056 35640967 35642215 37256145 37360645 37751979 38264842 40737050
Arthritis,@DISEASE_Arthritis_Rheumatoid,@DISEASE_Arthritis_Sacroiliac,Steroids,10,32132215 32150095 34694056 35640967 35642215 37256145 37360645 37751979 38264842 40737050
