dst,drug_label,src,weight_admissions,unique_patients,p_disease_given_drug,p_drug_given_disease
icd:9:49302,omeprazole,drug:omeprazole,10,9,0.000136656827375,0.2222222222222222
icd:9:49322,omeprazole,drug:omeprazole,204,138,0.0027877992784519,0.276797829036635
icd:9:49322,furosemide,drug:furosemide,203,146,0.0029281098546042,0.2754409769335142
icd:9:49322,lisinopril,drug:lisinopril,142,91,0.0029149132710664,0.1926729986431479
icd:9:49322,levofloxacin,drug:levofloxacin,137,116,0.0095304347826086,0.185888738127544
icd:9:49322,simvastatin,drug:simvastatin,89,66,0.0025497049217899,0.1207598371777476
icd:9:49322,amlodipine,drug:amlodipine,70,55,0.0016883336147222,0.0949796472184531
icd:9:49322,warfarin,drug:warfarin,55,35,0.0019037729318103,0.0746268656716417
icd:9:49322,atenolol,drug:atenolol,23,17,0.0015125608312508,0.0312075983717774
icd:9:49390,omeprazole,drug:omeprazole,10,9,0.000136656827375,0.175438596491228
icd:9:49392,omeprazole,drug:omeprazole,157,121,0.002145512189789,0.1704668838219326
icd:9:49392,lisinopril,drug:lisinopril,99,74,0.0020322282664477,0.1074918566775244
icd:9:49392,furosemide,drug:furosemide,76,67,0.001096238172167,0.0825190010857763
icd:9:49392,simvastatin,drug:simvastatin,76,60,0.0021772761129891,0.0825190010857763
icd:9:49392,levofloxacin,drug:levofloxacin,74,71,0.0051478260869565,0.0803474484256243
icd:9:49392,warfarin,drug:warfarin,50,33,0.0017307026652821,0.0542888165038002
icd:9:49392,amlodipine,drug:amlodipine,50,42,0.0012059525819444,0.0542888165038002
icd:9:49392,atenolol,drug:atenolol,28,27,0.0018413784032618,0.0304017372421281
icd:9:4941,levofloxacin,drug:levofloxacin,20,20,0.001391304347826,0.2409638554216867
icd:9:4941,omeprazole,drug:omeprazole,18,17,0.0002459822892751,0.216867469879518
icd:9:4941,furosemide,drug:furosemide,16,11,0.0002307869836141,0.1927710843373494
icd:9:496,omeprazole,drug:omeprazole,10,10,0.000136656827375,0.1538461538461538
icd:9:5070,levofloxacin,drug:levofloxacin,453,415,0.0315130434782608,0.4001766784452296
icd:9:5070,furosemide,drug:furosemide,234,215,0.0033752596353565,0.2067137809187279
icd:9:5070,omeprazole,drug:omeprazole,193,176,0.0026374767683393,0.1704946996466431
icd:9:5070,simvastatin,drug:simvastatin,136,127,0.0038961783074543,0.1201413427561837
icd:9:5070,warfarin,drug:warfarin,103,94,0.0035652474904811,0.0909893992932862
icd:9:5070,lisinopril,drug:lisinopril,100,91,0.0020527558246946,0.0883392226148409
icd:9:5070,amlodipine,drug:amlodipine,71,68,0.0017124526663611,0.0627208480565371
icd:9:5070,atenolol,drug:atenolol,35,32,0.0023017230040773,0.0309187279151943
icd:9:5109,levofloxacin,drug:levofloxacin,28,28,0.0019478260869565,0.3010752688172043
icd:9:5109,furosemide,drug:furosemide,11,11,0.0001586660512347,0.1182795698924731
icd:9:5109,omeprazole,drug:omeprazole,10,10,0.000136656827375,0.1075268817204301
icd:9:5110,omeprazole,drug:omeprazole,11,10,0.0001503225101126,0.275
icd:9:51181,furosemide,drug:furosemide,46,43,0.0006635125778906,0.2266009852216748
icd:9:51181,omeprazole,drug:omeprazole,31,30,0.0004236361648627,0.1527093596059113
icd:9:51181,levofloxacin,drug:levofloxacin,28,27,0.0019478260869565,0.1379310344827586
icd:9:51181,simvastatin,drug:simvastatin,20,19,0.000572967398155,0.0985221674876847
icd:9:51181,atenolol,drug:atenolol,14,12,0.0009206892016309,0.0689655172413793
icd:9:51181,lisinopril,drug:lisinopril,11,9,0.0002258031407164,0.0541871921182266
icd:9:51181,amlodipine,drug:amlodipine,11,11,0.0002653095680277,0.0541871921182266
icd:9:51181,warfarin,drug:warfarin,10,8,0.0003461405330564,0.0492610837438423
icd:9:51189,furosemide,drug:furosemide,86,69,0.0012404800369259,0.4526315789473684
icd:9:51189,omeprazole,drug:omeprazole,42,34,0.0005739586749754,0.2210526315789473
icd:9:51189,levofloxacin,drug:levofloxacin,22,22,0.0015304347826086,0.1157894736842105
icd:9:51189,simvastatin,drug:simvastatin,16,15,0.000458373918524,0.0842105263157894
icd:9:51189,lisinopril,drug:lisinopril,14,13,0.0002873858154572,0.0736842105263157
icd:9:51189,amlodipine,drug:amlodipine,12,11,0.0002894286196666,0.0631578947368421
icd:9:51189,warfarin,drug:warfarin,11,11,0.000380754586362,0.0578947368421052
icd:9:5119,furosemide,drug:furosemide,158,146,0.0022790214631894,0.3607305936073059
icd:9:5119,omeprazole,drug:omeprazole,70,62,0.0009565977916256,0.1598173515981735
icd:9:5119,warfarin,drug:warfarin,56,52,0.0019383869851159,0.1278538812785388
icd:9:5119,lisinopril,drug:lisinopril,42,37,0.0008621574463717,0.0958904109589041
icd:9:5119,levofloxacin,drug:levofloxacin,38,38,0.0026434782608695,0.0867579908675799
icd:9:5119,simvastatin,drug:simvastatin,37,34,0.0010599896865868,0.0844748858447488
icd:9:5119,amlodipine,drug:amlodipine,31,28,0.0007476906008055,0.0707762557077625
icd:9:5119,atenolol,drug:atenolol,16,16,0.0010522162304353,0.0365296803652968
icd:9:51289,omeprazole,drug:omeprazole,17,14,0.0002323166065376,0.1517857142857142
icd:9:51289,simvastatin,drug:simvastatin,14,11,0.0004010771787085,0.125
icd:9:51289,furosemide,drug:furosemide,12,11,0.0001730902377105,0.1071428571428571
icd:9:51289,lisinopril,drug:lisinopril,11,10,0.0002258031407164,0.0982142857142857
icd:9:5130,levofloxacin,drug:levofloxacin,18,17,0.0012521739130434,0.2278481012658227
icd:9:5130,omeprazole,drug:omeprazole,15,14,0.0002049852410626,0.189873417721519
icd:9:514,furosemide,drug:furosemide,31,31,0.0004471497807523,0.5849056603773584
icd:9:514,omeprazole,drug:omeprazole,19,19,0.0002596479720126,0.3584905660377358
icd:9:514,lisinopril,drug:lisinopril,11,11,0.0002258031407164,0.2075471698113207
icd:9:514,amlodipine,drug:amlodipine,10,10,0.0002411905163888,0.1886792452830188
icd:9:515,furosemide,drug:furosemide,46,41,0.0006635125778906,0.2754491017964071
icd:9:515,omeprazole,drug:omeprazole,41,37,0.0005602929922378,0.2455089820359281
icd:9:515,levofloxacin,drug:levofloxacin,25,25,0.0017391304347826,0.1497005988023952
icd:9:515,simvastatin,drug:simvastatin,16,12,0.000458373918524,0.0958083832335329
icd:9:515,lisinopril,drug:lisinopril,11,9,0.0002258031407164,0.0658682634730539
icd:9:515,atenolol,drug:atenolol,11,11,0.0007233986584243,0.0658682634730539
icd:9:515,warfarin,drug:warfarin,11,10,0.000380754586362,0.0658682634730539
icd:9:5168,furosemide,drug:furosemide,13,13,0.0001875144241864,0.3421052631578947
icd:9:5184,furosemide,drug:furosemide,24,24,0.0003461804754211,0.6
icd:9:5184,lisinopril,drug:lisinopril,12,12,0.0002463306989633,0.3
icd:9:5184,warfarin,drug:warfarin,12,12,0.0004153686396677,0.3
icd:9:51881,furosemide,drug:furosemide,357,333,0.0051494345718901,0.4185228604923798
icd:9:51881,levofloxacin,drug:levofloxacin,217,207,0.015095652173913,0.2543962485345838
icd:9:51881,omeprazole,drug:omeprazole,109,105,0.0014895594183885,0.1277842907385697
icd:9:51881,lisinopril,drug:lisinopril,79,75,0.0016216771015087,0.0926143024618991
icd:9:51881,simvastatin,drug:simvastatin,74,70,0.0021199793731736,0.0867526377491207
icd:9:51881,warfarin,drug:warfarin,63,58,0.0021806853582554,0.0738569753810082
icd:9:51881,amlodipine,drug:amlodipine,56,54,0.0013506668917778,0.0656506447831184
icd:9:51884,furosemide,drug:furosemide,106,93,0.0015289637664435,0.5463917525773195
icd:9:51884,levofloxacin,drug:levofloxacin,50,47,0.0034782608695652,0.2577319587628865
icd:9:51884,omeprazole,drug:omeprazole,27,26,0.0003689734339127,0.1391752577319587
icd:9:51884,simvastatin,drug:simvastatin,18,17,0.0005156706583395,0.0927835051546391
icd:9:51884,lisinopril,drug:lisinopril,15,13,0.0003079133737041,0.0773195876288659
icd:9:51884,amlodipine,drug:amlodipine,12,11,0.0002894286196666,0.0618556701030927
icd:9:51884,warfarin,drug:warfarin,11,11,0.000380754586362,0.056701030927835
icd:9:51889,lisinopril,drug:lisinopril,19,19,0.0003900236066919,0.1407407407407407
icd:9:51889,omeprazole,drug:omeprazole,12,12,0.0001639881928501,0.0888888888888888
icd:9:51889,atenolol,drug:atenolol,11,11,0.0007233986584243,0.0814814814814814
icd:9:51889,furosemide,drug:furosemide,11,11,0.0001586660512347,0.0814814814814814
icd:9:51889,simvastatin,drug:simvastatin,10,10,0.0002864836990775,0.074074074074074
icd:9:51889,amlodipine,drug:amlodipine,10,10,0.0002411905163888,0.074074074074074
icd:9:51902,omeprazole,drug:omeprazole,21,16,0.0002869793374877,0.2470588235294117
icd:9:51902,furosemide,drug:furosemide,18,15,0.0002596353565658,0.2117647058823529
icd:9:51909,omeprazole,drug:omeprazole,17,16,0.0002323166065376,0.2236842105263157
icd:9:51909,furosemide,drug:furosemide,14,14,0.0002019386106623,0.1842105263157894
icd:9:51909,amlodipine,drug:amlodipine,10,9,0.0002411905163888,0.131578947368421
icd:9:51909,lisinopril,drug:lisinopril,10,9,0.0002052755824694,0.131578947368421
icd:9:51919,omeprazole,drug:omeprazole,60,49,0.0008199409642505,0.1834862385321101
icd:9:51919,furosemide,drug:furosemide,55,47,0.0007933302561735,0.1681957186544342
icd:9:51919,levofloxacin,drug:levofloxacin,24,23,0.0016695652173913,0.073394495412844
icd:9:51919,simvastatin,drug:simvastatin,22,20,0.0006302641379705,0.0672782874617737
icd:9:51919,amlodipine,drug:amlodipine,22,19,0.0005306191360555,0.0672782874617737
icd:9:51919,lisinopril,drug:lisinopril,16,12,0.0003284409319511,0.0489296636085626
icd:9:51919,warfarin,drug:warfarin,11,9,0.000380754586362,0.0336391437308868
icd:9:5300,omeprazole,drug:omeprazole,15,12,0.0002049852410626,0.1648351648351648
icd:9:53010,omeprazole,drug:omeprazole,16,16,0.0002186509238001,0.2191780821917808
icd:9:53010,lisinopril,drug:lisinopril,11,11,0.0002258031407164,0.1506849315068493
icd:9:53019,omeprazole,drug:omeprazole,30,30,0.0004099704821252,0.234375
icd:9:53019,amlodipine,drug:amlodipine,14,12,0.0003376667229444,0.109375
icd:9:53019,simvastatin,drug:simvastatin,13,13,0.0003724288088007,0.1015625
icd:9:53019,lisinopril,drug:lisinopril,10,9,0.0002052755824694,0.078125
icd:9:5303,omeprazole,drug:omeprazole,17,16,0.0002323166065376,0.1910112359550561
icd:9:5305,omeprazole,drug:omeprazole,17,15,0.0002323166065376,0.2833333333333333
icd:9:5307,omeprazole,drug:omeprazole,22,22,0.0003006450202252,0.1527777777777777
icd:9:53081,omeprazole,drug:omeprazole,96,93,0.0013119055428009,0.2248243559718969
icd:9:53081,lisinopril,drug:lisinopril,64,62,0.0013137637278045,0.1498829039812646
icd:9:53081,simvastatin,drug:simvastatin,51,50,0.0014610668652953,0.1194379391100702
icd:9:53081,furosemide,drug:furosemide,43,43,0.0006202400184629,0.1007025761124121
icd:9:53081,amlodipine,drug:amlodipine,31,30,0.0007476906008055,0.072599531615925
icd:9:53081,atenolol,drug:atenolol,25,23,0.0016440878600552,0.0585480093676815
icd:9:53081,warfarin,drug:warfarin,23,23,0.0007961232260297,0.0538641686182669
icd:9:53140,furosemide,drug:furosemide,38,35,0.0005481190860835,0.1362007168458781
icd:9:53140,simvastatin,drug:simvastatin,38,36,0.0010886380564945,0.1362007168458781
icd:9:53140,omeprazole,drug:omeprazole,28,28,0.0003826391166502,0.1003584229390681
icd:9:53140,lisinopril,drug:lisinopril,22,21,0.0004516062814328,0.078853046594982
icd:9:53140,amlodipine,drug:amlodipine,17,17,0.0004100238778611,0.060931899641577
icd:9:53140,levofloxacin,drug:levofloxacin,10,10,0.000695652173913,0.03584229390681
icd:9:53190,omeprazole,drug:omeprazole,14,14,0.0001913195583251,0.28
icd:9:53240,furosemide,drug:furosemide,33,33,0.0004759981537041,0.1341463414634146
icd:9:53240,simvastatin,drug:simvastatin,21,21,0.0006016157680627,0.0853658536585365
icd:9:53240,lisinopril,drug:lisinopril,18,18,0.000369496048445,0.073170731707317
icd:9:53240,amlodipine,drug:amlodipine,11,11,0.0002653095680277,0.0447154471544715
icd:9:53240,omeprazole,drug:omeprazole,11,11,0.0001503225101126,0.0447154471544715
icd:9:53490,atenolol,drug:atenolol,11,8,0.0007233986584243,0.1506849315068493
icd:9:53510,omeprazole,drug:omeprazole,15,15,0.0002049852410626,0.4054054054054054
icd:9:53530,omeprazole,drug:omeprazole,10,10,0.000136656827375,0.25
icd:9:53540,omeprazole,drug:omeprazole,16,16,0.0002186509238001,0.1904761904761904
icd:9:53541,omeprazole,drug:omeprazole,14,14,0.0001913195583251,0.1944444444444444
icd:9:53550,omeprazole,drug:omeprazole,64,63,0.0008746036952006,0.3033175355450237
icd:9:53550,lisinopril,drug:lisinopril,29,29,0.0005952991891614,0.1374407582938388
icd:9:53550,amlodipine,drug:amlodipine,20,20,0.0004823810327777,0.0947867298578199
icd:9:53550,furosemide,drug:furosemide,15,15,0.0002163627971382,0.0710900473933649
icd:9:53550,simvastatin,drug:simvastatin,13,13,0.0003724288088007,0.0616113744075829
icd:9:53551,furosemide,drug:furosemide,18,18,0.0002596353565658,0.2117647058823529
icd:9:53551,lisinopril,drug:lisinopril,13,13,0.0002668582572103,0.1529411764705882
icd:9:53551,omeprazole,drug:omeprazole,10,10,0.000136656827375,0.1176470588235294
icd:9:5362,omeprazole,drug:omeprazole,21,14,0.0002869793374877,0.1468531468531468
icd:9:5363,omeprazole,drug:omeprazole,45,27,0.0006149557231879,0.3082191780821917
icd:9:5363,lisinopril,drug:lisinopril,11,7,0.0002258031407164,0.0753424657534246
icd:9:5368,omeprazole,drug:omeprazole,16,15,0.0002186509238001,0.2191780821917808
icd:9:5368,lisinopril,drug:lisinopril,12,12,0.0002463306989633,0.1643835616438356
icd:9:5370,omeprazole,drug:omeprazole,13,10,0.0001776538755876,0.1830985915492957
icd:9:53783,furosemide,drug:furosemide,53,45,0.0007644818832217,0.265
icd:9:53783,omeprazole,drug:omeprazole,37,31,0.0005056302612878,0.185
icd:9:53783,simvastatin,drug:simvastatin,31,24,0.0008880994671403,0.155
icd:9:53783,lisinopril,drug:lisinopril,24,18,0.0004926613979267,0.12
icd:9:53783,amlodipine,drug:amlodipine,16,13,0.0003859048262222,0.08
icd:9:5400,lisinopril,drug:lisinopril,14,14,0.0002873858154572,0.0736842105263157
icd:9:5401,lisinopril,drug:lisinopril,14,13,0.0002873858154572,0.0744680851063829
icd:9:5401,levofloxacin,drug:levofloxacin,10,10,0.000695652173913,0.0531914893617021
icd:9:5409,lisinopril,drug:lisinopril,43,43,0.0008826850046187,0.036256323777403
icd:9:5409,omeprazole,drug:omeprazole,41,40,0.0005602929922378,0.0345699831365935
icd:9:5409,levofloxacin,drug:levofloxacin,27,27,0.0018782608695652,0.0227655986509274
icd:9:5409,simvastatin,drug:simvastatin,22,22,0.0006302641379705,0.0185497470489038
icd:9:5409,atenolol,drug:atenolol,20,20,0.0013152702880441,0.0168634064080944
icd:9:5409,amlodipine,drug:amlodipine,18,18,0.0004341429295,0.0151770657672849
icd:9:55010,furosemide,drug:furosemide,12,12,0.0001730902377105,0.1081081081081081
icd:9:55010,lisinopril,drug:lisinopril,12,12,0.0002463306989633,0.1081081081081081
icd:9:55010,omeprazole,drug:omeprazole,10,10,0.000136656827375,0.09009009009009
icd:9:55090,omeprazole,drug:omeprazole,22,22,0.0003006450202252,0.1496598639455782
icd:9:55090,furosemide,drug:furosemide,20,19,0.0002884837295176,0.1360544217687075
icd:9:55090,lisinopril,drug:lisinopril,14,14,0.0002873858154572,0.0952380952380952
icd:9:55090,simvastatin,drug:simvastatin,13,13,0.0003724288088007,0.0884353741496598
icd:9:55090,warfarin,drug:warfarin,11,11,0.000380754586362,0.0748299319727891
icd:9:5521,omeprazole,drug:omeprazole,21,21,0.0002869793374877,0.1627906976744186
icd:9:5521,furosemide,drug:furosemide,19,19,0.0002740595430417,0.1472868217054263
icd:9:5521,lisinopril,drug:lisinopril,11,11,0.0002258031407164,0.0852713178294573
icd:9:5521,amlodipine,drug:amlodipine,10,10,0.0002411905163888,0.0775193798449612
icd:9:55220,lisinopril,drug:lisinopril,10,10,0.0002052755824694,0.15625
icd:9:55221,omeprazole,drug:omeprazole,29,28,0.0003963047993877,0.0983050847457627
icd:9:55221,furosemide,drug:furosemide,23,23,0.0003317562889453,0.0779661016949152
icd:9:55221,lisinopril,drug:lisinopril,20,20,0.0004105511649389,0.0677966101694915
icd:9:55221,simvastatin,drug:simvastatin,19,18,0.0005443190282472,0.0644067796610169
icd:9:55221,amlodipine,drug:amlodipine,15,14,0.0003617857745833,0.0508474576271186
icd:9:55221,atenolol,drug:atenolol,10,10,0.000657635144022,0.0338983050847457
icd:9:5531,furosemide,drug:furosemide,28,28,0.0004038772213247,0.3333333333333333
icd:9:5531,omeprazole,drug:omeprazole,13,13,0.0001776538755876,0.1547619047619047
icd:9:55321,omeprazole,drug:omeprazole,86,81,0.0011752487154258,0.1380417335473515
icd:9:55321,lisinopril,drug:lisinopril,75,69,0.0015395668685209,0.1203852327447833
icd:9:55321,simvastatin,drug:simvastatin,61,54,0.0017475505643728,0.0979133226324237
icd:9:55321,furosemide,drug:furosemide,52,46,0.0007500576967459,0.0834670947030497
icd:9:55321,amlodipine,drug:amlodipine,33,26,0.0007959287040833,0.0529695024077046
icd:9:55321,atenolol,drug:atenolol,28,28,0.0018413784032618,0.0449438202247191
icd:9:55321,warfarin,drug:warfarin,23,21,0.0007961232260297,0.0369181380417335
icd:9:55321,levofloxacin,drug:levofloxacin,10,10,0.000695652173913,0.0160513643659711
icd:9:5533,omeprazole,drug:omeprazole,41,41,0.0005602929922378,0.2469879518072289
icd:9:5533,furosemide,drug:furosemide,21,21,0.0003029079159935,0.1265060240963855
icd:9:5533,simvastatin,drug:simvastatin,20,20,0.000572967398155,0.1204819277108433
icd:9:5533,lisinopril,drug:lisinopril,20,18,0.0004105511649389,0.1204819277108433
icd:9:5533,amlodipine,drug:amlodipine,14,13,0.0003376667229444,0.0843373493975903
icd:9:5533,atenolol,drug:atenolol,13,11,0.0008549256872287,0.0783132530120482
icd:9:5550,omeprazole,drug:omeprazole,26,23,0.0003553077511752,0.0863787375415282
icd:9:5550,lisinopril,drug:lisinopril,14,11,0.0002873858154572,0.0465116279069767
icd:9:5551,omeprazole,drug:omeprazole,19,17,0.0002596479720126,0.1310344827586207
icd:9:5552,omeprazole,drug:omeprazole,20,15,0.0002733136547501,0.1041666666666666
icd:9:5559,omeprazole,drug:omeprazole,35,30,0.0004782988958128,0.1011560693641618
icd:9:5559,lisinopril,drug:lisinopril,20,13,0.0004105511649389,0.0578034682080924
icd:9:5559,warfarin,drug:warfarin,11,7,0.000380754586362,0.0317919075144508
icd:9:5559,furosemide,drug:furosemide,10,5,0.0001442418647588,0.0289017341040462
icd:9:5568,omeprazole,drug:omeprazole,10,8,0.000136656827375,0.15625
icd:9:5569,omeprazole,drug:omeprazole,25,21,0.0003416420684377,0.0847457627118644
icd:9:5569,simvastatin,drug:simvastatin,11,10,0.0003151320689852,0.0372881355932203
icd:9:5570,simvastatin,drug:simvastatin,30,28,0.0008594510972325,0.15
icd:9:5570,omeprazole,drug:omeprazole,28,27,0.0003826391166502,0.14
icd:9:5570,furosemide,drug:furosemide,25,25,0.000360604661897,0.125
icd:9:5570,warfarin,drug:warfarin,21,21,0.0007268951194184,0.105
icd:9:5570,lisinopril,drug:lisinopril,19,19,0.0003900236066919,0.095
icd:9:5570,amlodipine,drug:amlodipine,16,15,0.0003859048262222,0.08
icd:9:5570,levofloxacin,drug:levofloxacin,13,13,0.0009043478260869,0.065
icd:9:5571,omeprazole,drug:omeprazole,20,20,0.0002733136547501,0.1694915254237288
icd:9:5571,lisinopril,drug:lisinopril,20,19,0.0004105511649389,0.1694915254237288
icd:9:5571,simvastatin,drug:simvastatin,20,19,0.000572967398155,0.1694915254237288
icd:9:5571,amlodipine,drug:amlodipine,11,11,0.0002653095680277,0.0932203389830508
icd:9:5571,furosemide,drug:furosemide,10,9,0.0001442418647588,0.0847457627118644
icd:9:5579,omeprazole,drug:omeprazole,37,37,0.0005056302612878,0.1887755102040816
icd:9:5579,simvastatin,drug:simvastatin,29,28,0.0008308027273248,0.1479591836734693
icd:9:5579,lisinopril,drug:lisinopril,26,26,0.0005337165144206,0.1326530612244898
icd:9:5579,amlodipine,drug:amlodipine,18,18,0.0004341429295,0.0918367346938775
icd:9:5579,furosemide,drug:furosemide,14,14,0.0002019386106623,0.0714285714285714
icd:9:5589,omeprazole,drug:omeprazole,147,140,0.0020088553624139,0.1766826923076923
icd:9:5589,lisinopril,drug:lisinopril,72,70,0.0014779841937801,0.0865384615384615
icd:9:5589,simvastatin,drug:simvastatin,55,54,0.0015756603449263,0.0661057692307692
icd:9:5589,amlodipine,drug:amlodipine,51,50,0.0012300716335833,0.0612980769230769
icd:9:5589,atenolol,drug:atenolol,39,38,0.0025647770616861,0.046875
icd:9:5589,furosemide,drug:furosemide,38,36,0.0005481190860835,0.0456730769230769
icd:9:5589,warfarin,drug:warfarin,28,28,0.0009691934925579,0.0336538461538461
icd:9:5589,levofloxacin,drug:levofloxacin,22,22,0.0015304347826086,0.0264423076923076
icd:9:5601,omeprazole,drug:omeprazole,29,27,0.0003963047993877,0.1933333333333333
icd:9:5601,simvastatin,drug:simvastatin,17,17,0.0004870222884317,0.1133333333333333
icd:9:5601,lisinopril,drug:lisinopril,16,16,0.0003284409319511,0.1066666666666666
icd:9:5601,amlodipine,drug:amlodipine,12,10,0.0002894286196666,0.08
icd:9:5602,omeprazole,drug:omeprazole,10,8,0.000136656827375,0.087719298245614
icd:9:56081,omeprazole,drug:omeprazole,36,35,0.0004919645785503,0.0650994575045208
icd:9:56081,furosemide,drug:furosemide,28,27,0.0004038772213247,0.050632911392405
icd:9:56081,lisinopril,drug:lisinopril,22,22,0.0004516062814328,0.0397830018083182
icd:9:56081,amlodipine,drug:amlodipine,17,16,0.0004100238778611,0.0307414104882459
icd:9:56081,simvastatin,drug:simvastatin,17,17,0.0004870222884317,0.0307414104882459
icd:9:56081,atenolol,drug:atenolol,15,13,0.0009864527160331,0.0271247739602169
icd:9:56081,warfarin,drug:warfarin,11,11,0.000380754586362,0.0198915009041591
icd:9:56081,levofloxacin,drug:levofloxacin,11,11,0.0007652173913043,0.0198915009041591
icd:9:56089,omeprazole,drug:omeprazole,29,28,0.0003963047993877,0.1146245059288537
icd:9:56089,lisinopril,drug:lisinopril,14,11,0.0002873858154572,0.0553359683794466
icd:9:56089,amlodipine,drug:amlodipine,14,14,0.0003376667229444,0.0553359683794466
icd:9:56089,warfarin,drug:warfarin,11,9,0.000380754586362,0.0434782608695652
icd:9:56089,furosemide,drug:furosemide,10,8,0.0001442418647588,0.0395256916996047
icd:9:56089,simvastatin,drug:simvastatin,10,8,0.0002864836990775,0.0395256916996047
icd:9:5609,omeprazole,drug:omeprazole,97,82,0.0013255712255384,0.0821337849280271
icd:9:5609,lisinopril,drug:lisinopril,85,70,0.0017448424509904,0.0719729043183742
icd:9:5609,warfarin,drug:warfarin,55,42,0.0019037729318103,0.0465707027942421
icd:9:5609,simvastatin,drug:simvastatin,49,46,0.0014037701254798,0.0414902624894157
icd:9:5609,atenolol,drug:atenolol,46,33,0.0030251216625016,0.0389500423370025
icd:9:5609,amlodipine,drug:amlodipine,45,41,0.00108535732375,0.0381033022861981
icd:9:5609,furosemide,drug:furosemide,29,29,0.0004183014078006,0.0245554614733276
icd:9:5609,levofloxacin,drug:levofloxacin,23,23,0.0016,0.0194750211685012
icd:9:56211,omeprazole,drug:omeprazole,118,97,0.0016125505630261,0.0863836017569546
icd:9:56211,lisinopril,drug:lisinopril,96,88,0.0019706455917068,0.0702781844802342
icd:9:56211,simvastatin,drug:simvastatin,88,76,0.0025210565518821,0.0644216691068814
icd:9:56211,amlodipine,drug:amlodipine,62,55,0.0014953812016111,0.0453879941434846
icd:9:56211,atenolol,drug:atenolol,60,51,0.0039458108641325,0.0439238653001464
icd:9:56211,furosemide,drug:furosemide,54,50,0.0007789060696976,0.0395314787701317
icd:9:56211,levofloxacin,drug:levofloxacin,51,49,0.0035478260869565,0.0373352855051244
icd:9:56211,warfarin,drug:warfarin,24,24,0.0008307372793354,0.0175695461200585
icd:9:56212,simvastatin,drug:simvastatin,81,70,0.0023205179625279,0.1738197424892703
icd:9:56212,omeprazole,drug:omeprazole,71,62,0.0009702634743631,0.1523605150214592
icd:9:56212,lisinopril,drug:lisinopril,42,41,0.0008621574463717,0.0901287553648068
icd:9:56212,furosemide,drug:furosemide,39,37,0.0005625432725594,0.0836909871244635
icd:9:56212,amlodipine,drug:amlodipine,25,22,0.0006029762909722,0.0536480686695279
icd:9:56213,omeprazole,drug:omeprazole,11,11,0.0001503225101126,0.1833333333333333
icd:9:56400,omeprazole,drug:omeprazole,94,89,0.0012845741773258,0.2201405152224824
icd:9:56400,lisinopril,drug:lisinopril,47,43,0.0009647952376064,0.1100702576112412
icd:9:56400,amlodipine,drug:amlodipine,39,38,0.0009406430139166,0.0913348946135831
icd:9:56400,furosemide,drug:furosemide,39,39,0.0005625432725594,0.0913348946135831
icd:9:56400,simvastatin,drug:simvastatin,33,31,0.0009453962069558,0.0772833723653395
icd:9:56400,warfarin,drug:warfarin,30,27,0.0010384215991692,0.0702576112412178
icd:9:56400,atenolol,drug:atenolol,21,18,0.0013810338024464,0.0491803278688524
icd:9:56409,omeprazole,drug:omeprazole,35,34,0.0004782988958128,0.159090909090909
icd:9:56409,furosemide,drug:furosemide,32,31,0.0004615739672282,0.1454545454545454
icd:9:56409,lisinopril,drug:lisinopril,26,25,0.0005337165144206,0.1181818181818181
icd:9:56409,simvastatin,drug:simvastatin,23,22,0.0006589125078783,0.1045454545454545
icd:9:56409,warfarin,drug:warfarin,16,15,0.0005538248528902,0.0727272727272727
icd:9:56409,atenolol,drug:atenolol,15,15,0.0009864527160331,0.0681818181818181
icd:9:5641,omeprazole,drug:omeprazole,25,23,0.0003416420684377,0.2525252525252525
icd:9:5641,lisinopril,drug:lisinopril,13,12,0.0002668582572103,0.1313131313131313
icd:9:5641,simvastatin,drug:simvastatin,11,9,0.0003151320689852,0.1111111111111111
icd:9:566,omeprazole,drug:omeprazole,20,17,0.0002733136547501,0.0909090909090909
icd:9:566,levofloxacin,drug:levofloxacin,14,14,0.0009739130434782,0.0636363636363636
icd:9:566,lisinopril,drug:lisinopril,14,14,0.0002873858154572,0.0636363636363636
icd:9:566,simvastatin,drug:simvastatin,12,10,0.000343780438893,0.0545454545454545
icd:9:56722,omeprazole,drug:omeprazole,13,11,0.0001776538755876,0.1287128712871287
icd:9:56723,furosemide,drug:furosemide,64,59,0.0009231479344564,0.2922374429223744
icd:9:56723,omeprazole,drug:omeprazole,55,53,0.000751612550563,0.2511415525114155
icd:9:56723,levofloxacin,drug:levofloxacin,14,14,0.0009739130434782,0.0639269406392694
icd:9:56881,omeprazole,drug:omeprazole,13,13,0.0001776538755876,0.1547619047619047
icd:9:56881,furosemide,drug:furosemide,10,10,0.0001442418647588,0.119047619047619
icd:9:5691,omeprazole,drug:omeprazole,18,15,0.0002459822892751,0.1607142857142857
icd:9:5691,amlodipine,drug:amlodipine,15,13,0.0003617857745833,0.1339285714285714
icd:9:5691,furosemide,drug:furosemide,13,11,0.0001875144241864,0.1160714285714285
icd:9:5691,lisinopril,drug:lisinopril,13,11,0.0002668582572103,0.1160714285714285
icd:9:5691,simvastatin,drug:simvastatin,13,11,0.0003724288088007,0.1160714285714285
icd:9:5693,lisinopril,drug:lisinopril,41,41,0.0008416298881248,0.1148459383753501
